,run,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34
576,340003660808_S15_L001,737,521,661,793,75,77,66,723,1,57,4,175,0,61,171,81,3,24,7,10,1,0,0,1,2,0,12,6,27,8,7,6,1,6,3
577,770103620807_S41_L001,0,1,83,0,0,17,4,79,0,27,0,9,0,4,38,7,0,2,0,0,1,0,0,0,0,0,11,0,8,1,2,1,1,1,0
578,540002760807_S42_L001,0,0,137,0,0,98,10,206,0,72,3,139,0,16,165,49,8,10,7,5,6,0,0,0,0,0,3,0,14,4,3,1,0,1,0
579,690000250808_S96_L001,306,425,340,770,42,15,47,338,1,82,3,146,0,49,150,42,5,7,1,4,1,0,0,0,0,0,15,1,19,6,5,0,1,0,5
580,340003810808_S28_L001,522,493,513,620,19,57,64,371,0,75,1,173,0,68,81,38,21,31,7,10,2,1,0,1,1,7,6,5,20,8,2,2,2,4,1
581,770101180807_S167_L002,0,0,119,0,1,48,21,128,0,14,3,51,0,22,115,5,1,4,1,12,1,0,2,1,1,0,12,0,6,2,1,1,2,5,0
582,590002150101_S172_L002,893,686,222,946,29,17,41,291,0,82,4,224,0,9,99,34,3,7,5,13,4,0,0,0,0,6,17,12,7,4,1,1,1,0,6
583,590002490808_S80_L001,0,0,76,0,0,80,13,189,0,25,0,105,0,2,66,21,0,3,3,4,0,0,0,0,0,0,4,0,9,6,1,1,0,0,0
584,770102010807_S96_L002,13,0,104,0,0,0,2,36,1,17,0,18,0,17,53,9,1,2,1,0,2,0,0,0,0,0,6,0,2,2,0,0,1,1,0
585,330000610808_S27_L001,0,31,430,0,0,64,81,294,1,145,3,313,4,66,314,89,33,31,8,7,9,0,0,1,1,0,14,0,38,7,4,4,0,2,0
586,670002100808_S125_L002,0,0,306,0,0,74,29,264,4,85,4,114,0,40,207,41,6,35,1,10,4,1,1,2,3,0,19,0,32,11,7,0,1,8,0
587,500003670101_S106_L002,270,494,221,520,54,5,35,72,0,25,1,178,0,5,78,19,13,2,3,0,2,0,0,0,0,6,17,2,10,5,3,1,0,0,0
588,780005140808_S63_L001,29,142,24,97,11,0,0,55,0,11,1,22,0,2,3,6,0,2,0,0,2,0,0,0,0,0,1,3,1,1,0,0,0,0,0
589,730003490101_S120_L002,909,587,309,948,81,15,30,290,1,40,2,312,0,17,87,40,2,10,1,5,0,1,0,1,1,0,6,24,10,4,1,1,0,0,3
590,670004820101_S174_L002,584,412,264,923,23,41,34,211,3,40,6,342,4,14,189,56,2,15,1,2,2,0,0,0,2,6,5,13,4,3,1,3,0,3,2
591,630001750807_S85_L001,0,0,79,0,0,13,1,99,0,27,0,92,0,5,20,21,1,12,1,5,0,0,0,1,0,0,4,0,13,3,0,0,0,2,0
592,460004470101_S129_L002,246,371,288,673,11,17,36,275,0,66,4,223,0,37,47,56,10,10,2,11,4,1,0,1,0,15,8,4,16,5,3,1,2,5,2
593,470001040807_S112_L002,0,0,179,0,0,3,14,216,0,38,0,172,0,36,168,22,3,4,2,6,2,0,0,0,1,0,18,0,10,5,1,0,0,5,0
594,730000550101_S151_L002,871,669,343,1263,102,29,66,355,1,158,2,267,0,48,179,134,11,6,6,2,4,0,0,0,1,7,12,6,13,10,5,2,0,8,0
595,500003920808_S34_L001,0,0,241,0,0,32,28,116,1,36,0,120,0,31,58,39,0,26,1,3,2,0,1,5,0,0,10,0,12,5,4,1,0,3,0
596,670004520808_S139_L002,14,22,326,0,0,69,20,566,1,58,3,106,0,48,148,48,3,5,4,18,4,4,0,2,1,0,11,0,8,3,6,1,2,6,0
597,050000920808_S86_L001,507,325,319,603,5,48,52,312,0,83,1,110,0,16,104,33,3,10,4,7,4,2,0,2,1,6,5,7,9,4,3,1,1,0,0
598,330000390808_S24_L001,0,28,266,0,0,42,25,179,0,13,1,107,0,47,61,17,6,7,6,6,3,6,0,0,0,0,5,0,14,2,5,1,0,0,0
599,050003120808_S112_L002,0,0,125,0,0,60,15,117,1,53,0,267,0,17,122,44,1,2,4,9,4,0,0,0,1,0,6,0,20,10,2,1,0,4,0
600,460000280808_S4_L001,0,0,244,0,0,57,59,240,0,101,1,324,0,14,39,37,0,16,1,4,6,0,0,0,5,0,8,0,9,7,4,2,0,0,0
601,520004270101_S123_L002,187,125,117,252,22,16,21,68,0,6,0,85,0,3,61,52,3,22,2,5,0,0,0,0,0,0,2,1,11,3,2,1,1,3,0
602,340003740808_S24_L001,421,450,318,606,23,28,41,438,1,65,2,152,0,16,139,38,4,28,4,25,0,0,1,0,1,0,3,12,11,11,11,2,0,4,0
603,630003040808_S48_L001,0,0,170,1,0,55,42,241,2,37,3,83,0,20,84,52,1,15,0,20,0,0,0,0,0,0,6,0,2,3,3,4,0,0,0
604,590002680101_S164_L002,416,449,53,596,61,16,6,126,2,30,2,234,8,12,61,40,1,4,0,0,5,0,0,0,0,0,9,2,7,0,2,1,0,0,1
605,780004020807_S91_L001,0,0,168,0,0,27,33,201,2,40,1,67,0,13,106,27,0,21,0,5,2,1,0,0,0,0,13,0,5,4,2,0,0,2,0
606,690001150808_S16_L001,0,22,225,0,0,14,29,215,0,41,1,114,4,9,86,19,3,6,3,7,5,0,0,0,0,0,2,0,8,3,1,1,0,1,0
607,330002110808_S88_L001,993,563,527,585,82,113,61,444,2,152,7,192,0,66,263,35,23,22,9,11,2,3,3,1,0,6,29,6,27,11,5,3,1,7,2
608,520000800101_S131_L002,637,457,218,718,62,15,23,249,1,33,1,288,0,22,120,22,3,20,1,4,2,1,1,1,0,5,6,4,10,1,2,3,0,10,0
609,250002690101_S141_L002,413,233,135,448,22,13,19,66,0,53,1,148,6,23,13,23,1,14,2,3,3,1,0,1,0,7,10,3,9,5,3,2,0,0,0
610,590002560808_S82_L001,0,0,102,0,0,28,22,91,2,139,0,242,0,45,75,44,1,13,1,4,3,0,0,1,0,0,4,0,12,2,3,0,0,0,0
611,770104440807_S33_L001,0,0,376,0,0,68,39,262,0,77,2,73,0,15,130,29,2,10,4,23,3,1,0,1,0,0,7,0,22,9,7,0,1,13,0
612,470002740808_S72_L001,495,440,172,432,37,3,7,249,1,41,3,204,0,41,32,22,10,13,0,0,0,0,0,0,0,5,5,1,11,5,6,0,0,2,0
613,460002220808_S13_L001,0,0,479,0,0,49,67,650,1,96,7,155,0,71,118,69,2,49,5,21,2,2,0,0,2,0,7,0,16,8,5,3,0,7,0
614,340003820808_S29_L001,374,119,159,405,20,17,15,73,2,24,1,52,0,15,69,18,0,6,0,3,0,0,0,0,1,0,3,0,4,5,1,1,1,1,1
615,770102430807_S155_L002,0,0,546,32,0,73,46,412,0,103,6,226,0,33,125,67,2,7,5,20,0,1,1,0,2,0,6,0,20,7,8,2,0,6,0
616,580001560101_S97_L002,387,245,131,377,77,26,39,85,0,31,1,314,0,14,14,41,0,10,1,0,1,0,0,0,0,8,3,5,20,5,3,1,0,2,2
617,670004710808_S151_L002,0,0,252,0,0,31,28,105,0,22,1,87,0,22,55,41,0,20,2,2,4,0,0,1,1,0,1,0,11,5,2,0,1,3,0
618,500003940808_S50_L001,1,0,195,0,0,1,8,101,0,21,0,92,0,22,37,15,1,5,1,5,0,0,0,0,0,0,2,0,5,1,0,0,1,2,0
619,340003670808_S16_L001,231,292,292,243,34,44,53,178,0,78,0,81,0,24,87,34,9,24,3,17,2,0,0,0,0,5,5,9,9,7,0,0,0,5,3
620,670005140101_S158_L002,708,417,310,820,33,29,47,349,1,55,5,288,0,18,147,45,3,14,2,4,0,0,0,0,0,0,6,13,12,4,4,3,0,1,3
621,640000110101_S160_L002,728,735,236,1197,99,15,48,369,1,59,5,240,8,51,145,46,1,13,3,12,3,0,0,0,1,3,14,16,15,7,4,0,1,1,4
622,590002180101_S108_L002,411,544,273,486,44,32,44,227,1,41,1,212,1,44,73,35,0,33,1,1,1,0,0,0,0,6,7,1,9,5,2,0,0,1,1
623,330000640808_S26_L001,0,15,107,0,0,55,24,61,0,56,2,10,0,30,59,27,60,19,0,0,0,0,0,0,0,0,5,0,7,7,7,1,0,0,0
624,780005260808_S66_L001,121,52,114,197,2,59,5,171,1,56,1,7,0,19,9,36,0,4,1,0,0,2,0,0,1,0,3,2,10,2,1,1,0,0,0
625,770101230807_S175_L002,0,0,383,0,1,84,49,484,2,104,5,166,4,16,108,45,11,16,5,24,1,3,1,1,0,1,9,1,14,7,3,2,0,3,0
626,250002810808_S105_L002,0,0,467,0,0,35,56,385,0,88,3,563,0,27,154,25,14,36,2,5,1,1,0,1,1,0,11,0,26,6,2,5,1,4,0
627,670002110808_S124_L002,0,0,437,0,0,44,52,167,1,61,4,104,0,22,111,17,1,29,2,7,1,2,1,0,0,0,5,0,5,7,3,4,1,3,0
628,670004530808_S155_L002,0,0,447,0,0,58,31,263,0,58,2,104,4,31,117,39,3,19,2,20,2,0,1,0,0,0,10,0,21,6,3,2,1,0,0
629,670004890808_S153_L002,1,0,121,0,0,6,67,127,0,59,0,94,0,12,153,44,19,4,1,8,0,1,0,0,2,0,5,0,19,5,2,0,0,2,0
630,500003870101_S169_L002,406,324,94,523,5,26,43,85,1,86,2,208,1,13,13,15,3,1,2,4,0,0,0,0,0,2,5,15,11,4,1,0,0,2,1
631,520004340101_S162_L002,250,237,68,287,2,15,26,113,0,24,0,115,0,26,38,13,0,3,0,1,0,0,0,0,0,5,1,5,0,2,0,0,0,2,0
632,670004970808_S144_L002,0,0,328,0,0,28,23,269,0,35,2,212,4,26,75,50,3,13,4,0,0,0,2,0,0,0,3,0,14,3,4,0,1,1,0
633,460000440808_S3_L001,0,0,152,0,0,27,48,175,0,26,2,72,0,31,74,36,4,17,5,11,5,0,0,0,1,0,4,0,14,8,3,2,0,0,0
634,730003500101_S128_L002,571,652,47,971,102,14,11,68,0,21,1,455,0,15,70,18,3,13,1,0,0,0,0,0,0,0,5,6,10,2,1,1,0,1,8
635,340003750808_S22_L001,178,237,76,229,29,2,22,110,0,31,1,43,0,14,84,22,4,2,0,0,0,0,0,0,2,0,1,2,6,5,1,0,0,0,1
636,330000430808_S28_L001,0,0,405,0,0,48,45,252,0,89,3,174,0,31,107,48,6,20,1,5,6,0,0,0,3,0,13,0,27,4,6,1,1,4,0
637,330002970808_S80_L001,171,228,253,76,1,3,24,157,0,23,1,96,0,2,67,33,1,11,1,21,1,0,0,0,2,0,8,4,10,3,0,1,0,2,1
638,050003130808_S114_L002,0,0,174,0,0,16,35,242,0,79,0,223,0,25,93,30,10,26,1,4,0,0,1,1,2,0,1,0,3,7,0,2,0,3,0
639,050001340808_S85_L001,278,182,224,466,28,5,42,271,0,37,1,177,0,17,24,17,5,13,3,17,2,0,1,1,0,0,8,0,11,5,3,2,0,6,1
640,590003800808_S95_L001,0,0,224,0,0,29,18,176,1,99,2,215,0,19,45,18,4,23,2,6,3,2,0,0,0,0,8,0,10,3,2,0,0,10,0
641,780001190807_S161_L002,0,36,141,0,0,126,21,144,2,45,0,84,0,38,119,43,3,30,2,2,0,2,0,1,3,0,5,0,12,7,4,0,1,0,0
642,470000040808_S70_L001,684,448,460,820,49,15,39,284,0,81,1,236,0,41,54,37,11,10,2,11,0,1,0,1,0,6,7,11,15,8,2,1,0,1,5
643,670004880101_S182_L002,686,770,369,607,58,147,66,391,0,140,3,404,0,92,208,75,12,52,2,12,5,5,1,0,0,5,21,7,18,8,5,2,1,5,1
644,670005340808_S138_L002,0,0,335,0,0,28,19,125,2,53,2,75,0,32,152,26,3,14,1,5,2,1,2,0,0,0,8,0,5,2,4,0,0,4,0
645,590002690101_S188_L002,281,132,59,325,32,1,14,30,0,18,0,106,0,4,32,23,0,13,0,0,2,0,0,0,0,10,4,9,2,1,0,0,0,2,0
646,250002710101_S157_L002,460,500,119,816,33,58,8,132,0,45,2,349,0,24,70,28,15,20,3,4,1,1,0,1,0,1,1,14,7,4,1,1,0,1,1
647,770000030807_S65_L001,0,0,126,0,0,28,9,170,1,73,3,237,0,22,59,35,10,5,0,3,1,0,0,0,0,0,7,0,17,3,2,1,0,1,0
648,500003950808_S31_L001,0,0,170,0,0,14,15,93,0,65,0,32,0,59,83,22,1,4,1,2,1,0,0,0,0,0,1,0,9,2,0,0,0,0,0
649,470002830808_S69_L001,73,42,294,311,6,3,26,80,0,22,1,210,0,15,22,21,0,1,2,0,2,0,0,0,0,15,6,1,17,1,0,1,1,1,0
650,730001810101_S183_L002,937,680,81,961,85,29,0,58,0,43,2,414,0,27,27,27,2,0,1,3,0,0,0,0,1,11,20,4,11,6,2,0,0,2,4
651,460000110808_S7_L001,0,0,328,0,1,19,29,424,4,87,4,419,5,28,63,44,21,37,2,22,0,1,0,3,1,0,7,0,23,7,2,1,2,2,0
652,780005270808_S64_L001,53,16,44,36,0,2,6,73,0,5,0,7,0,10,3,4,1,1,0,2,0,0,0,1,1,0,3,0,0,1,0,0,0,1,0
653,340003690808_S19_L001,130,25,70,118,22,1,19,23,0,22,1,13,0,1,6,11,0,5,0,0,1,0,0,0,0,0,1,0,2,5,2,0,1,0,0
654,670005150808_S177_L002,0,0,198,0,0,77,34,272,0,66,0,137,0,16,77,47,2,18,1,7,0,2,0,0,0,0,8,0,16,7,4,2,0,5,0
655,690000780101_S192_L002,1134,877,533,1782,112,67,74,395,1,74,7,572,4,37,219,81,15,4,4,12,0,0,0,0,0,10,12,33,14,5,0,1,0,1,5
656,440003800808_S90_L001,377,222,300,262,70,43,49,163,0,103,2,97,0,18,117,39,2,18,2,7,3,1,0,1,1,0,1,12,2,3,1,0,0,0,0
657,670005490808_S141_L002,0,0,449,0,0,55,37,398,0,55,4,95,0,32,174,40,13,21,4,10,1,0,1,0,0,0,6,0,27,3,1,5,1,4,0
658,640000850101_S176_L002,402,343,323,451,77,2,11,181,0,50,3,113,0,33,76,26,0,2,1,11,2,0,0,0,1,2,9,2,9,4,1,3,0,1,1
659,520001620101_S170_L002,573,517,310,800,91,3,37,208,0,51,1,385,0,8,123,42,0,6,1,6,2,0,1,1,1,17,12,10,9,2,2,1,2,1,3
660,670004730808_S145_L002,0,0,254,0,0,98,45,226,1,77,2,212,4,35,92,84,2,12,4,10,2,2,0,2,2,0,11,0,22,9,5,1,1,5,0
661,580002170101_S105_L002,637,544,358,669,80,15,43,348,0,131,4,112,5,16,108,36,4,1,3,5,1,0,0,1,0,0,5,11,21,2,5,2,0,2,4
662,460002230808_S14_L001,0,0,706,3,0,109,78,571,3,70,5,203,0,24,135,43,13,16,7,13,5,2,0,1,0,0,7,0,34,6,9,3,2,5,0
663,540002240808_S91_L001,165,13,148,226,0,15,8,153,0,43,0,8,0,7,51,22,12,14,2,16,1,0,0,0,0,1,2,6,7,3,1,0,0,1,0
664,670004910808_S149_L002,0,0,252,0,0,16,14,405,2,98,2,147,4,8,69,32,0,1,1,3,8,2,0,0,0,0,6,0,15,8,4,3,1,2,0
665,670005350101_S118_L002,456,457,246,694,99,15,41,190,2,61,3,86,1,26,158,41,12,26,3,17,2,0,0,1,0,0,11,2,23,5,2,1,0,0,2
666,250002870808_S103_L002,0,0,190,0,0,98,12,290,2,95,2,280,0,35,63,29,1,43,0,0,1,4,0,0,0,0,6,0,15,0,5,0,0,0,0
667,050002340101_S181_L002,273,158,51,365,53,3,14,165,0,38,0,142,4,28,87,29,3,3,1,0,1,0,0,1,1,2,1,1,12,6,3,0,1,0,1
668,670002240808_S186_L002,0,0,403,0,0,15,59,376,1,60,3,309,0,47,86,49,4,11,0,7,2,2,2,1,0,0,7,0,22,7,2,2,0,5,0
669,460001280808_S9_L001,0,0,119,0,0,16,14,133,2,28,1,97,0,28,60,21,1,2,1,2,0,3,1,0,0,0,4,0,8,1,0,0,0,3,0
670,050003450808_S118_L002,0,0,362,0,0,16,15,106,0,106,2,242,12,34,75,51,2,7,3,5,3,0,0,0,0,0,5,0,8,6,4,3,0,3,0
671,500003980101_S154_L002,523,410,67,725,23,13,9,55,1,32,1,145,0,36,63,25,3,5,3,7,1,0,0,0,1,7,4,2,14,7,4,0,0,0,2
672,770101520808_S102_L002,12,0,321,0,0,87,10,144,1,70,1,162,0,47,147,51,4,24,6,13,0,1,0,1,1,0,32,0,11,8,3,1,0,0,0
673,670004590808_S173_L002,0,0,281,0,0,69,30,446,1,78,5,87,0,56,221,32,5,31,2,9,2,1,0,1,1,0,10,0,16,3,5,1,2,0,0
674,590002210101_S109_L002,640,489,215,869,50,30,15,263,0,20,6,297,0,17,57,36,4,7,0,0,3,0,0,0,0,12,10,17,6,7,3,0,1,1,2
675,140000540808_S105_L002,0,0,181,0,0,1,16,152,1,45,2,31,0,4,82,27,4,9,0,0,0,1,1,0,0,0,0,0,18,7,4,1,0,0,0
676,330003110808_S81_L001,134,242,122,338,34,19,0,138,0,68,2,99,0,36,79,13,1,26,4,6,1,1,1,2,1,1,9,2,5,3,2,1,0,5,2
677,670005360808_S163_L002,0,0,61,10,0,2,7,69,3,37,0,84,0,29,67,39,10,11,0,0,1,0,0,1,0,0,3,0,10,3,2,0,1,0,0
678,670001240808_S185_L002,0,0,270,26,0,24,64,195,1,71,2,65,0,36,112,51,12,18,4,8,0,1,0,0,0,0,11,0,12,2,1,2,2,10,0
679,670004980808_S150_L002,0,0,589,0,0,43,63,520,0,86,1,240,4,39,172,100,5,18,4,16,0,0,0,0,0,0,11,0,17,5,5,5,2,8,0
680,460000160808_S8_L001,2,31,439,0,0,29,44,222,0,56,2,164,0,28,171,34,13,6,1,15,6,1,0,0,0,0,12,0,9,5,3,1,0,2,0
681,330000440808_S20_L001,0,0,567,1,0,38,35,430,1,88,2,227,0,37,127,85,3,30,4,16,2,1,0,0,2,0,9,0,13,5,4,1,2,2,0
682,470001570808_S67_L001,312,357,84,352,70,28,12,95,0,40,1,130,0,37,45,59,1,2,0,5,0,0,0,0,1,1,2,2,2,5,2,2,0,0,0
683,780008180808_S74_L001,283,101,373,485,82,44,54,373,1,40,1,204,0,44,144,30,3,38,3,11,1,0,0,2,1,10,8,11,7,8,4,6,0,2,0
684,340003760808_S23_L001,688,604,185,838,59,30,18,234,0,165,9,235,0,30,206,57,18,27,1,3,8,0,0,0,1,9,8,15,26,9,2,1,0,3,3
685,260004180808_S94_L001,0,0,196,0,0,41,34,167,0,36,1,277,4,44,221,35,4,26,0,14,2,0,0,2,1,0,4,0,13,9,0,1,0,3,0
686,500003960808_S30_L001,0,0,183,0,0,16,13,95,0,59,4,167,0,31,92,41,10,6,2,4,2,1,1,1,0,0,2,0,15,4,3,2,0,0,0
687,460001340101_S153_L002,379,314,101,607,62,2,4,125,1,34,2,154,0,14,48,11,2,3,3,9,0,0,1,0,0,1,4,1,18,6,5,0,0,2,0
688,340003700808_S18_L001,259,249,240,314,19,45,59,268,0,43,1,190,0,28,90,32,4,5,5,18,3,1,0,0,2,6,5,4,7,3,4,2,2,4,1
689,250002800101_S165_L002,592,290,277,500,87,3,45,137,0,47,1,405,0,14,81,19,1,2,0,1,6,0,0,0,1,2,4,2,14,6,3,2,0,3,1
690,730004350101_S112_L002,1086,925,335,1500,105,81,57,362,1,82,4,318,7,19,153,50,4,22,7,1,0,0,0,0,0,15,21,20,23,4,4,2,1,1,6
691,730001830101_S175_L002,537,335,299,670,42,0,38,166,2,29,5,291,0,6,91,42,3,13,4,8,0,0,0,0,1,15,10,6,6,5,3,3,1,0,0
692,590001270101_S171_L002,379,224,305,327,22,28,36,113,0,56,2,176,0,5,57,16,0,2,0,6,0,0,0,1,2,0,5,9,8,1,2,0,1,0,2
693,590002880101_S101_L002,706,635,0,898,67,40,0,22,6,95,5,214,0,15,152,50,4,4,4,0,2,0,1,1,0,12,16,13,14,11,5,0,0,0,5
694,670005610808_S190_L002,0,0,400,0,0,4,25,312,0,107,1,137,1,19,167,28,2,16,1,8,4,0,0,2,0,0,1,0,19,9,3,2,0,6,0
695,670004920101_S103_L002,834,712,395,967,27,42,38,192,0,81,3,872,17,26,169,60,21,8,4,5,2,0,0,0,2,0,17,4,17,11,3,0,0,2,5
696,670005220808_S130_L002,0,0,241,12,0,45,30,109,0,36,4,292,0,36,72,23,0,3,0,4,2,0,0,1,0,0,5,0,23,5,0,0,0,3,0
697,520001650101_S99_L002,302,342,394,666,9,14,32,149,2,53,1,164,0,16,34,53,2,7,2,14,0,0,0,0,0,0,15,14,3,4,3,3,2,2,3
698,330000600808_S68_L001,0,0,185,0,0,1,28,154,3,32,3,140,0,29,85,9,3,18,1,1,1,0,1,0,1,0,17,0,3,1,0,1,2,4,0
699,730000380101_S191_L002,582,708,90,698,66,2,0,161,0,52,0,368,4,24,136,68,15,2,3,0,2,0,0,0,0,6,5,12,7,5,4,0,1,0,2
700,140000670808_S102_L002,0,0,37,0,0,0,0,34,0,16,1,101,0,2,31,16,0,2,0,5,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
701,470002850808_S59_L001,947,629,285,1095,86,16,31,135,1,110,3,257,0,12,67,44,4,4,2,0,0,0,1,1,0,14,10,12,5,5,1,0,0,4,2
702,670004930808_S152_L002,0,0,256,0,0,49,37,167,2,128,4,250,0,21,141,37,5,27,6,6,6,0,0,2,2,0,11,0,37,9,4,2,2,2,0
703,670002290808_S184_L002,0,0,133,0,0,28,24,201,0,76,0,107,0,11,50,11,3,11,1,22,0,0,0,2,0,0,9,0,10,9,1,2,0,2,0
704,670004770808_S146_L002,0,0,235,0,0,57,66,398,1,137,1,155,1,31,119,53,3,39,3,7,0,1,0,0,1,0,12,0,11,5,2,1,1,3,0
705,500004190101_S138_L002,802,422,175,721,27,14,25,99,0,43,3,73,0,17,92,23,10,12,2,4,0,0,0,0,0,2,17,10,9,7,5,1,0,0,6
706,630000290808_S124_L002,0,0,50,0,0,1,3,76,1,29,0,29,0,1,58,30,0,19,1,0,0,0,0,0,1,0,6,0,3,2,2,1,0,2,0
707,590002550101_S147_L002,471,178,89,463,13,0,1,95,1,53,1,244,4,2,13,9,3,5,3,5,0,0,0,0,0,5,7,3,4,4,1,0,0,0,2
708,330000700808_S66_L001,0,0,295,0,1,19,34,184,0,16,1,218,0,21,69,46,12,12,1,1,3,4,1,2,1,0,8,0,20,5,0,2,0,2,0
709,050003560808_S115_L002,0,0,366,0,0,49,72,283,0,75,2,150,0,24,202,27,130,14,2,11,1,2,1,0,2,0,7,0,9,3,4,0,2,3,0
710,670005370808_S129_L002,26,0,37,0,1,28,1,21,1,43,1,428,0,18,155,26,0,6,3,0,0,1,0,2,1,0,2,0,4,8,6,0,0,0,0
711,670001330808_S187_L002,0,0,28,0,0,2,26,67,0,26,0,96,0,15,46,28,0,15,2,0,0,2,0,0,0,0,5,0,10,2,4,0,0,1,0
712,670005010808_S131_L002,0,0,135,0,0,29,12,87,1,23,3,181,0,25,132,39,2,14,1,2,2,0,0,1,1,0,2,0,20,3,1,0,0,2,0
713,460002020808_S17_L001,0,0,265,0,0,48,103,387,0,60,4,186,4,19,108,25,5,18,5,2,1,2,0,0,0,0,9,0,9,7,3,3,0,5,0
714,630001150808_S109_L002,0,0,149,0,0,41,10,148,1,45,1,114,0,12,20,14,2,3,5,1,0,0,0,0,1,0,2,0,14,7,3,1,0,3,0
715,670005390101_S126_L002,685,440,231,950,109,27,33,393,1,82,4,295,1,18,144,42,5,14,2,5,0,0,0,0,0,4,12,12,17,5,4,0,0,0,3
716,670004610808_S157_L002,0,0,463,1,0,47,78,472,2,81,5,180,0,33,127,42,3,46,3,7,5,0,1,1,1,0,8,0,12,6,7,1,1,5,0
717,670002310101_S135_L002,722,749,559,907,86,21,127,503,2,119,2,488,4,56,262,51,5,73,6,36,4,0,0,0,3,10,8,12,15,5,5,2,2,7,3
718,630002280808_S108_L002,0,0,14,0,0,2,0,40,0,21,0,82,8,28,6,5,10,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
719,330000450808_S22_L001,0,0,108,0,0,26,22,139,0,22,0,33,0,3,91,23,1,3,0,2,0,1,0,1,1,0,2,0,8,2,3,0,0,0,0
720,250003110808_S100_L002,0,0,333,0,0,104,49,436,2,148,5,293,0,28,181,63,15,35,3,14,0,0,0,1,3,0,10,0,22,11,2,3,1,1,0
721,460002650808_S15_L001,0,0,636,0,0,85,73,530,1,117,8,279,0,54,237,81,20,32,5,7,0,1,2,1,2,0,7,0,30,6,2,3,2,6,0
722,460000170808_S6_L001,0,0,349,0,0,47,34,570,0,112,2,210,4,29,134,51,3,29,4,6,4,6,1,2,0,0,10,0,17,6,3,2,1,1,0
723,260002830808_S80_L001,0,0,166,0,0,2,6,220,0,8,0,73,0,20,24,34,2,12,1,0,0,0,0,1,0,0,3,0,6,3,1,0,1,1,0
724,590002090808_S77_L001,0,0,253,0,1,0,19,156,1,36,1,52,0,24,105,18,0,14,1,2,1,2,0,1,1,0,1,0,11,7,2,0,0,6,0
725,670005540808_S17_L001,0,0,106,0,1,26,21,109,0,54,0,124,4,18,54,17,4,15,1,4,0,0,0,0,0,0,3,0,6,4,1,0,0,4,0
726,470001820808_S60_L001,554,459,72,466,72,29,14,103,1,45,2,906,5,17,46,30,14,2,0,2,2,1,1,0,1,2,11,10,14,4,5,1,0,0,5
727,670004680808_S14_L001,0,0,554,0,0,57,114,497,4,109,3,228,0,69,146,31,10,42,5,24,1,7,1,0,0,0,5,0,36,11,7,2,2,10,0
728,630001450808_S116_L002,0,0,256,0,0,29,27,161,1,37,1,312,4,16,92,20,13,2,5,0,0,2,1,0,1,0,9,0,28,8,5,0,1,3,0
729,690002180808_S18_L001,0,0,293,0,0,57,42,165,0,37,0,77,0,22,85,29,12,8,3,0,0,0,0,0,0,0,9,0,2,3,3,1,0,3,0
730,780004640808_S77_L001,237,352,180,462,47,28,44,223,1,69,1,112,0,22,39,62,13,8,1,12,3,0,0,0,0,3,6,6,6,4,3,4,0,2,1
731,730000950808_S34_L001,0,0,108,0,0,19,12,95,1,43,4,75,4,11,139,44,2,11,0,3,3,5,0,0,0,0,2,0,12,8,2,0,1,4,0
732,330000620808_S72_L001,0,0,1,0,0,32,6,17,0,79,1,96,0,43,51,26,1,32,3,0,0,2,0,2,1,0,9,0,12,3,0,0,0,1,0
733,330000510808_S69_L001,0,0,345,26,0,57,25,237,0,116,4,213,8,102,136,61,0,13,1,1,3,1,0,0,1,0,14,0,15,12,4,0,1,8,0
734,670005230808_S178_L002,3,0,123,0,0,13,9,77,1,32,2,82,0,58,56,34,0,21,0,6,0,0,1,0,0,0,7,0,8,4,3,0,0,0,0
735,470003150808_S68_L001,310,295,33,405,24,3,6,34,0,12,0,132,9,5,50,11,1,2,1,0,1,0,0,0,0,7,4,3,8,1,1,0,0,2,0
736,590004310101_S132_L002,432,460,221,515,81,0,52,196,0,57,0,279,0,5,59,21,2,4,2,8,2,1,1,0,0,2,8,13,8,3,3,0,1,3,1
737,730001590808_S57_L001,0,0,22,0,1,58,0,40,1,86,3,227,0,31,138,53,33,34,4,0,1,4,0,2,0,0,19,0,26,12,5,0,0,0,0
738,670004940808_S159_L002,0,0,315,0,0,14,26,173,0,33,3,119,4,15,48,31,11,16,0,14,3,0,0,0,1,0,11,0,5,2,4,1,3,1,0
739,630000750808_S126_L002,0,0,89,0,0,13,18,135,0,46,0,244,4,2,8,17,3,0,1,5,0,0,0,0,0,0,7,0,3,2,1,1,1,3,0
740,670007900808_S136_L002,0,0,456,0,1,49,37,391,0,76,5,183,0,33,83,33,6,25,2,4,3,0,1,1,1,0,10,0,22,4,2,0,0,4,0
741,730000400101_S104_L002,480,430,132,578,68,44,51,239,0,113,3,196,4,11,67,28,2,18,0,3,0,0,0,0,0,5,5,6,14,3,3,1,1,1,2
