,run,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34
908,580001990808_S59_L001,1,0,71,0,0,16,5,162,0,11,0,27,0,4,39,22,2,11,2,4,0,0,0,0,1,0,4,0,2,4,2,0,0,3,0
909,640003600808_S42_L001,0,0,88,0,0,13,36,57,0,31,1,169,0,19,19,29,2,3,1,3,1,0,0,0,1,0,3,0,12,3,2,0,0,0,0
910,550002660808_S124_L002,0,0,93,0,0,18,18,127,0,38,1,250,0,16,138,28,1,4,3,0,0,0,0,0,0,0,6,0,15,0,5,1,0,3,0
911,210002410808_S177_L002,0,0,237,0,1,14,24,280,0,87,3,371,0,18,108,55,5,2,3,1,0,0,0,0,0,0,13,0,5,2,3,0,1,0,0
912,780005230808_S131_L002,0,0,163,0,0,0,7,61,0,29,1,55,0,11,1,3,9,4,2,0,0,0,0,0,1,0,1,0,8,1,0,0,0,0,0
913,550001640808_S140_L002,0,0,103,0,0,28,19,200,0,57,1,152,0,17,147,47,1,5,0,3,1,0,0,0,0,0,12,0,4,7,4,2,0,1,0
914,640002710808_S94_L001,0,0,135,0,0,1,16,146,1,46,3,251,0,36,66,20,0,3,4,3,0,2,0,0,0,0,11,0,20,7,4,0,0,1,0
915,670004990808_S10_L001,0,0,595,0,1,3,67,574,2,140,4,309,0,26,222,57,14,10,2,14,2,1,0,0,0,0,9,0,32,9,8,1,1,5,0
916,550000710808_S139_L002,0,0,52,0,0,28,14,70,1,28,4,215,0,5,49,23,0,4,0,0,0,0,0,0,0,0,3,0,20,2,1,0,0,2,0
917,670005710808_S4_L001,0,0,128,0,0,1,42,192,0,26,2,76,0,5,33,13,0,14,1,1,0,2,0,0,0,0,5,0,1,3,0,0,0,0,0
918,640002010808_S78_L001,26,0,66,0,0,29,15,113,0,40,1,125,0,11,74,44,1,12,1,0,0,0,0,0,0,0,6,0,10,0,1,0,0,0,0
919,780003520808_S12_L001,0,0,122,0,0,18,21,155,0,56,2,168,0,22,143,11,0,33,1,2,2,0,0,0,1,0,8,0,12,11,2,0,0,2,0
920,640003130808_S90_L001,0,0,81,0,0,1,7,59,0,10,0,44,0,12,6,9,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0
921,210001800808_S136_L002,0,0,122,0,0,28,7,69,3,83,2,520,0,38,73,41,16,4,1,0,1,0,0,1,1,0,6,0,13,6,4,0,0,1,0
922,730002480808_S49_L001,0,0,200,0,0,44,13,222,1,43,1,208,0,16,38,23,0,5,0,4,0,1,1,0,1,0,7,0,20,1,0,1,1,0,0
923,760000320808_S106_L002,0,0,105,0,0,13,12,60,0,19,0,147,0,5,5,16,1,12,2,2,0,0,0,0,0,0,5,0,2,3,0,0,0,1,0
924,210004070808_S121_L002,0,0,354,0,1,45,65,369,2,93,5,296,9,29,137,27,2,15,5,2,2,4,0,1,0,0,11,0,22,10,1,3,0,5,0
925,640001920808_S45_L001,0,0,122,0,0,2,8,149,0,23,1,86,1,4,37,12,2,0,0,0,0,1,0,0,1,0,7,0,6,2,0,1,0,1,0
926,550001250808_S164_L002,0,0,169,23,0,16,8,250,0,63,1,287,0,19,30,34,1,8,1,0,0,0,0,0,2,0,7,0,9,5,0,3,0,2,0
927,640000210808_S13_L001,0,0,42,0,0,2,2,12,0,26,3,41,0,5,19,12,1,2,0,0,0,0,1,0,1,0,5,0,1,1,0,1,0,0,0
928,730001500808_S55_L001,7,7,166,0,0,86,17,233,2,125,4,301,0,33,199,41,3,22,3,7,4,1,0,3,5,0,23,0,10,7,3,3,1,0,0
929,910003810808_S120_L002,0,0,357,0,0,73,41,225,0,44,2,53,0,48,91,39,0,16,2,11,1,0,1,3,0,0,7,0,12,5,3,0,0,3,0
930,630001930808_S122_L002,0,0,89,0,0,17,8,165,0,64,0,146,0,4,15,38,0,4,0,0,3,0,0,0,0,0,9,0,5,2,0,0,0,0,0
931,640002220808_S31_L001,0,0,61,0,0,3,14,61,0,46,2,205,0,5,72,17,4,2,1,0,0,0,0,0,0,0,4,0,5,1,3,2,0,0,0
932,550002670808_S116_L002,0,0,81,0,0,3,23,198,0,56,2,131,0,15,64,13,1,13,0,0,1,0,0,0,0,0,1,0,6,2,4,0,0,3,0
933,780005290808_S130_L002,0,0,214,14,0,93,28,171,1,37,0,87,0,14,119,29,1,17,3,10,1,1,0,0,1,0,6,0,12,4,0,1,0,4,0
934,550002510808_S162_L002,0,0,5,0,0,31,6,3,0,49,2,145,0,1,61,20,1,1,2,1,0,0,0,0,0,0,2,0,7,1,2,0,0,0,0
935,780003890808_S35_L001,0,0,113,0,0,2,6,34,3,7,0,21,0,3,5,11,0,1,2,5,0,2,0,0,0,0,3,0,4,1,1,0,0,0,0
936,640001850808_S38_L001,0,0,191,0,0,14,42,118,0,33,1,88,0,12,71,19,1,3,0,2,0,0,1,0,0,0,5,0,5,3,1,1,0,0,0
937,730003910808_S67_L001,0,0,21,0,0,30,6,31,0,64,4,156,0,40,183,27,2,24,1,0,1,0,1,0,0,0,9,0,21,8,5,0,0,0,0
938,640002020808_S39_L001,0,0,11,0,0,0,0,2,0,3,1,116,0,0,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0
939,210002440808_S113_L002,0,0,111,0,0,2,7,64,2,68,1,119,0,32,117,50,2,6,0,0,3,0,0,0,1,0,2,0,13,8,2,0,0,2,0
940,640003430808_S50_L001,0,0,42,0,0,2,13,67,0,8,0,139,0,5,26,11,0,3,1,2,0,0,0,0,0,0,1,0,6,0,0,0,0,3,0
941,550001670808_S187_L002,0,0,199,0,0,18,16,118,0,36,4,223,0,16,85,28,3,4,1,1,1,0,0,0,1,0,2,0,25,5,2,0,0,1,0
942,640002890808_S49_L001,0,0,140,0,0,78,46,121,0,88,1,296,0,16,77,28,2,3,1,0,0,0,0,0,0,0,3,0,11,3,2,0,0,0,0
943,550001450808_S163_L002,0,0,7,0,0,0,0,43,0,16,0,56,0,29,8,9,0,1,0,0,0,0,0,0,0,0,6,0,6,2,0,0,0,0,0
944,550000750808_S138_L002,0,0,90,0,0,3,8,85,1,78,3,336,0,30,65,30,13,16,2,0,0,0,0,1,0,0,4,0,15,8,1,1,0,1,0
945,640001930808_S53_L001,0,0,43,0,0,16,1,85,0,19,0,199,0,1,9,13,2,1,2,0,0,0,0,1,0,0,8,0,4,1,2,0,0,0,0
946,780002150808_S52_L001,0,2,178,0,0,41,17,54,1,19,0,77,0,13,19,13,4,1,2,1,2,0,1,0,0,0,1,0,13,1,0,0,0,4,0
947,640001860808_S46_L001,0,0,40,0,0,15,2,154,2,41,2,136,0,2,56,14,1,11,0,0,0,2,1,0,1,0,4,0,13,3,1,0,0,3,0
948,640002070808_S176_L002,0,0,94,0,0,13,17,202,0,21,2,124,0,1,28,18,0,0,2,0,2,0,0,0,0,0,8,0,5,4,3,1,0,0,0
949,640002280808_S25_L001,13,0,269,1,0,66,33,165,1,87,4,215,0,12,50,49,9,5,4,0,1,0,0,0,0,0,6,1,13,7,6,1,0,3,0
950,640003490808_S58_L001,0,0,125,0,0,16,21,90,0,25,2,164,0,6,58,16,1,4,0,0,0,0,0,0,0,0,9,0,2,9,2,0,1,0,0
951,640002910808_S86_L001,0,0,13,0,0,2,13,80,0,21,4,182,0,2,8,20,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0,0
952,210002850808_S120_L002,0,0,135,0,0,43,46,157,1,23,2,153,0,26,149,40,1,12,1,7,2,0,0,0,0,0,8,0,16,2,3,1,1,1,0
953,780003220808_S28_L001,0,0,202,21,0,17,21,156,0,33,2,60,0,35,137,37,1,3,0,15,0,2,0,0,0,0,6,0,3,1,2,1,0,3,0
954,640002310808_S7_L001,0,0,119,0,0,0,19,121,1,15,0,231,0,24,85,20,1,3,1,3,0,0,0,0,0,0,5,0,3,3,1,0,0,2,0
955,640002920808_S23_L001,0,0,163,0,1,20,16,138,0,28,0,112,0,12,58,15,0,3,0,3,0,0,0,1,0,0,5,0,8,5,0,0,0,3,0
