,sum_clones
330001960808_S82_L001.clonotypes.TRB.txt,28293
590002640101_S124_L002.clonotypes.TRB.txt,92582
340003720808_S20_L001.clonotypes.TRB.txt,44616
460002780101_S137_L002.clonotypes.TRB.txt,115931
470004390807_S2_L001.clonotypes.TRB.txt,23062
050002290808_S117_L002.clonotypes.TRB.txt,39233
780004740808_S76_L001.clonotypes.TRB.txt,38952
770102730807_S36_L001.clonotypes.TRB.txt,94008
690000370808_S24_L001.clonotypes.TRB.txt,41341
590004410101_S163_L002.clonotypes.TRB.txt,112598
540002120807_S95_L002.clonotypes.TRB.txt,16810
250002500808_S111_L002.clonotypes.TRB.txt,45382
590001680101_S148_L002.clonotypes.TRB.txt,60081
440001980101_S87_L001.clonotypes.TRB.txt,211290
210000150101_S184_L002.clonotypes.TRB.txt,54964
500003380101_S114_L002.clonotypes.TRB.txt,68362
520002210101_S178_L002.clonotypes.TRB.txt,65640
780003340807_S45_L001.clonotypes.TRB.txt,43543
340003660808_S15_L001.clonotypes.TRB.txt,85441
330000500808_S25_L001.clonotypes.TRB.txt,30323
500003890808_S35_L001.clonotypes.TRB.txt,15682
330000130808_S23_L001.clonotypes.TRB.txt,38028
770101940807_S90_L001.clonotypes.TRB.txt,49144
770101150807_S159_L002.clonotypes.TRB.txt,68021
550003210807_S54_L001.clonotypes.TRB.txt,59500
670005090101_S142_L002.clonotypes.TRB.txt,78290
540002750807_S34_L001.clonotypes.TRB.txt,16479
050000310808_S83_L001.clonotypes.TRB.txt,63110
340003730808_S21_L001.clonotypes.TRB.txt,6104
470002200808_S71_L001.clonotypes.TRB.txt,217225
460000180808_S5_L001.clonotypes.TRB.txt,53006
630002270807_S184_L002.clonotypes.TRB.txt,66004
550000620101_S139_L002.clonotypes.TRB.txt,102510
340003810808_S28_L001.clonotypes.TRB.txt,48105
630001100807_S136_L002.clonotypes.TRB.txt,67914
330002000808_S79_L001.clonotypes.TRB.txt,30398
500004290101_S161_L002.clonotypes.TRB.txt,55202
460002050808_S12_L001.clonotypes.TRB.txt,73253
460002860101_S145_L002.clonotypes.TRB.txt,40967
050002630808_S113_L002.clonotypes.TRB.txt,34908
780004750808_S75_L001.clonotypes.TRB.txt,35837
500003670101_S106_L002.clonotypes.TRB.txt,59608
780004000807_S5_L001.clonotypes.TRB.txt,32730
730003490101_S120_L002.clonotypes.TRB.txt,115550
550003350807_S38_L001.clonotypes.TRB.txt,28810
590002140808_S75_L001.clonotypes.TRB.txt,27987
770102750807_S28_L001.clonotypes.TRB.txt,53132
690000250808_S96_L001.clonotypes.TRB.txt,73177
340003670808_S16_L001.clonotypes.TRB.txt,34518
670004740101_S190_L002.clonotypes.TRB.txt,95512
250002590808_S99_L002.clonotypes.TRB.txt,27779
500003920808_S34_L001.clonotypes.TRB.txt,22361
500001200807_S74_L001.clonotypes.TRB.txt,58921
330000380808_S21_L001.clonotypes.TRB.txt,21124
520003590101_S115_L002.clonotypes.TRB.txt,66403
250002250101_S125_L002.clonotypes.TRB.txt,47969
770101970807_S12_L001.clonotypes.TRB.txt,28069
690000940807_S43_L001.clonotypes.TRB.txt,84677
770101180807_S167_L002.clonotypes.TRB.txt,25157
590002660101_S156_L002.clonotypes.TRB.txt,81789
050000920808_S86_L001.clonotypes.TRB.txt,46323
590002150101_S172_L002.clonotypes.TRB.txt,147791
780005140808_S63_L001.clonotypes.TRB.txt,7354
340003740808_S24_L001.clonotypes.TRB.txt,40708
770103620807_S41_L001.clonotypes.TRB.txt,30874
590004420101_S179_L002.clonotypes.TRB.txt,107254
460000280808_S4_L001.clonotypes.TRB.txt,37167
340003820808_S29_L001.clonotypes.TRB.txt,32092
500003940808_S50_L001.clonotypes.TRB.txt,11972
630001580807_S128_L002.clonotypes.TRB.txt,27807
330000610808_S27_L001.clonotypes.TRB.txt,81198
590002490808_S80_L001.clonotypes.TRB.txt,23843
340003690808_S19_L001.clonotypes.TRB.txt,6556
730000550101_S151_L002.clonotypes.TRB.txt,146613
540002760807_S42_L001.clonotypes.TRB.txt,67425
630002350807_S93_L001.clonotypes.TRB.txt,52391
670002100808_S125_L002.clonotypes.TRB.txt,49873
500003870101_S169_L002.clonotypes.TRB.txt,61644
580001560101_S97_L002.clonotypes.TRB.txt,48473
050003120808_S112_L002.clonotypes.TRB.txt,40205
670005140101_S158_L002.clonotypes.TRB.txt,126907
470002720808_S73_L001.clonotypes.TRB.txt,69229
460002220808_S13_L001.clonotypes.TRB.txt,49761
770102010807_S96_L002.clonotypes.TRB.txt,10927
330000390808_S24_L001.clonotypes.TRB.txt,31957
250002690101_S141_L002.clonotypes.TRB.txt,59784
500004310101_S146_L002.clonotypes.TRB.txt,67204
670004520808_S139_L002.clonotypes.TRB.txt,30206
780004020807_S91_L001.clonotypes.TRB.txt,59876
440002510808_S32_L001.clonotypes.TRB.txt,176100
520004270101_S123_L002.clonotypes.TRB.txt,34736
330002110808_S88_L001.clonotypes.TRB.txt,89305
460004470101_S129_L002.clonotypes.TRB.txt,74365
590002560808_S82_L001.clonotypes.TRB.txt,33183
670002110808_S124_L002.clonotypes.TRB.txt,30452
770104440807_S33_L001.clonotypes.TRB.txt,45436
780005260808_S66_L001.clonotypes.TRB.txt,13685
050003130808_S114_L002.clonotypes.TRB.txt,34425
730003500101_S128_L002.clonotypes.TRB.txt,101219
340003750808_S22_L001.clonotypes.TRB.txt,20210
050001340808_S85_L001.clonotypes.TRB.txt,31429
250002810808_S105_L002.clonotypes.TRB.txt,84804
670004710808_S151_L002.clonotypes.TRB.txt,22463
500003950808_S31_L001.clonotypes.TRB.txt,18115
690001150808_S16_L001.clonotypes.TRB.txt,63396
770101230807_S175_L002.clonotypes.TRB.txt,70611
440003800808_S90_L001.clonotypes.TRB.txt,37683
330000640808_S26_L001.clonotypes.TRB.txt,29167
340003700808_S18_L001.clonotypes.TRB.txt,38694
500003980101_S154_L002.clonotypes.TRB.txt,71520
460000440808_S3_L001.clonotypes.TRB.txt,31765
630001750807_S85_L001.clonotypes.TRB.txt,46135
670004820101_S174_L002.clonotypes.TRB.txt,108166
670005350101_S118_L002.clonotypes.TRB.txt,87497
590002680101_S164_L002.clonotypes.TRB.txt,94929
590002180101_S108_L002.clonotypes.TRB.txt,73050
050003450808_S118_L002.clonotypes.TRB.txt,36876
780001190807_S161_L002.clonotypes.TRB.txt,44706
690000780101_S192_L002.clonotypes.TRB.txt,150611
470002740808_S72_L001.clonotypes.TRB.txt,61974
330002970808_S80_L001.clonotypes.TRB.txt,28523
590003800808_S95_L001.clonotypes.TRB.txt,35119
670004530808_S155_L002.clonotypes.TRB.txt,30596
780005270808_S64_L001.clonotypes.TRB.txt,6597
670004890808_S153_L002.clonotypes.TRB.txt,33837
630002730807_S78_L001.clonotypes.TRB.txt,73854
670002240808_S186_L002.clonotypes.TRB.txt,48645
770102430807_S155_L002.clonotypes.TRB.txt,52183
330000430808_S28_L001.clonotypes.TRB.txt,56812
580002170101_S105_L002.clonotypes.TRB.txt,73607
520004340101_S162_L002.clonotypes.TRB.txt,33004
460002230808_S14_L001.clonotypes.TRB.txt,70310
250002710101_S157_L002.clonotypes.TRB.txt,83377
470001040807_S112_L002.clonotypes.TRB.txt,58320
730001810101_S183_L002.clonotypes.TRB.txt,133503
470000040808_S70_L001.clonotypes.TRB.txt,105157
500003960808_S30_L001.clonotypes.TRB.txt,31740
050002340101_S181_L002.clonotypes.TRB.txt,37349
520000800101_S131_L002.clonotypes.TRB.txt,74750
770000030807_S65_L001.clonotypes.TRB.txt,26419
670004730808_S145_L002.clonotypes.TRB.txt,66475
250002870808_S103_L002.clonotypes.TRB.txt,44469
340003760808_S23_L001.clonotypes.TRB.txt,58802
460001280808_S9_L001.clonotypes.TRB.txt,20321
640000110101_S160_L002.clonotypes.TRB.txt,126454
050003560808_S115_L002.clonotypes.TRB.txt,42839
670004970808_S144_L002.clonotypes.TRB.txt,34324
460000110808_S7_L001.clonotypes.TRB.txt,57304
500004190101_S138_L002.clonotypes.TRB.txt,73395
460001340101_S153_L002.clonotypes.TRB.txt,54160
670005340808_S138_L002.clonotypes.TRB.txt,32219
770101520808_S102_L002.clonotypes.TRB.txt,86093
670005150808_S177_L002.clonotypes.TRB.txt,55760
540002240808_S91_L001.clonotypes.TRB.txt,15932
590002690101_S188_L002.clonotypes.TRB.txt,55986
140000540808_S105_L002.clonotypes.TRB.txt,36125
670002290808_S184_L002.clonotypes.TRB.txt,35694
330003110808_S81_L001.clonotypes.TRB.txt,30236
470002830808_S69_L001.clonotypes.TRB.txt,32810
630003040808_S48_L001.clonotypes.TRB.txt,26824
670004910808_S149_L002.clonotypes.TRB.txt,38579
670004880101_S182_L002.clonotypes.TRB.txt,66793
780008180808_S74_L001.clonotypes.TRB.txt,43232
670001240808_S185_L002.clonotypes.TRB.txt,55427
670004590808_S173_L002.clonotypes.TRB.txt,51131
670005390101_S126_L002.clonotypes.TRB.txt,89903
670005490808_S141_L002.clonotypes.TRB.txt,40371
470001570808_S67_L001.clonotypes.TRB.txt,49926
590002090808_S77_L001.clonotypes.TRB.txt,22973
250002800101_S165_L002.clonotypes.TRB.txt,81152
590001270101_S171_L002.clonotypes.TRB.txt,57397
330000600808_S68_L001.clonotypes.TRB.txt,23844
330000440808_S20_L001.clonotypes.TRB.txt,59370
730004350101_S112_L002.clonotypes.TRB.txt,130852
630000290808_S124_L002.clonotypes.TRB.txt,29202
460002650808_S15_L001.clonotypes.TRB.txt,82055
670004770808_S146_L002.clonotypes.TRB.txt,50293
730000380101_S191_L002.clonotypes.TRB.txt,84708
630001150808_S109_L002.clonotypes.TRB.txt,41508
460000160808_S8_L001.clonotypes.TRB.txt,51482
590002210101_S109_L002.clonotypes.TRB.txt,99930
260004180808_S94_L001.clonotypes.TRB.txt,43318
330000700808_S66_L001.clonotypes.TRB.txt,39924
140000670808_S102_L002.clonotypes.TRB.txt,29637
670005360808_S163_L002.clonotypes.TRB.txt,22873
730001830101_S175_L002.clonotypes.TRB.txt,84219
630002280808_S108_L002.clonotypes.TRB.txt,18768
630001450808_S116_L002.clonotypes.TRB.txt,71117
250003110808_S100_L002.clonotypes.TRB.txt,70427
670004980808_S150_L002.clonotypes.TRB.txt,63218
460002020808_S17_L001.clonotypes.TRB.txt,66006
640000850101_S176_L002.clonotypes.TRB.txt,67856
670005540808_S17_L001.clonotypes.TRB.txt,33977
670004610808_S157_L002.clonotypes.TRB.txt,52220
670005220808_S130_L002.clonotypes.TRB.txt,42937
330000620808_S72_L001.clonotypes.TRB.txt,37452
520001620101_S170_L002.clonotypes.TRB.txt,100621
690002180808_S18_L001.clonotypes.TRB.txt,41364
670001330808_S187_L002.clonotypes.TRB.txt,29493
730000950808_S34_L001.clonotypes.TRB.txt,26873
260002830808_S80_L001.clonotypes.TRB.txt,10439
590002880101_S101_L002.clonotypes.TRB.txt,90410
730002760808_S50_L001.clonotypes.TRB.txt,29589
670004680808_S14_L001.clonotypes.TRB.txt,58400
770101710808_S79_L001.clonotypes.TRB.txt,44443
330000450808_S22_L001.clonotypes.TRB.txt,26931
670002450808_S189_L002.clonotypes.TRB.txt,82232
670005610808_S190_L002.clonotypes.TRB.txt,52505
730000400101_S104_L002.clonotypes.TRB.txt,74644
730001590808_S57_L001.clonotypes.TRB.txt,58082
670004930808_S152_L002.clonotypes.TRB.txt,72709
460000170808_S6_L001.clonotypes.TRB.txt,48691
780004640808_S77_L001.clonotypes.TRB.txt,32039
670005400101_S134_L002.clonotypes.TRB.txt,58139
470001820808_S60_L001.clonotypes.TRB.txt,83292
670004780808_S176_L002.clonotypes.TRB.txt,29783
630001240808_S112_L002.clonotypes.TRB.txt,31150
460002740808_S11_L001.clonotypes.TRB.txt,38758
630000750808_S126_L002.clonotypes.TRB.txt,44812
470002850808_S59_L001.clonotypes.TRB.txt,94774
670004670808_S168_L002.clonotypes.TRB.txt,29204
590002550101_S147_L002.clonotypes.TRB.txt,48078
330000730808_S73_L001.clonotypes.TRB.txt,46717
730003390101_S136_L002.clonotypes.TRB.txt,76122
630001500808_S118_L002.clonotypes.TRB.txt,27281
330000510808_S69_L001.clonotypes.TRB.txt,57752
670005010808_S131_L002.clonotypes.TRB.txt,32516
670004920101_S103_L002.clonotypes.TRB.txt,99304
330000630808_S74_L001.clonotypes.TRB.txt,23881
670005550808_S7_L001.clonotypes.TRB.txt,19459
670005370808_S129_L002.clonotypes.TRB.txt,62880
630002590808_S107_L002.clonotypes.TRB.txt,53560
250003530808_S98_L002.clonotypes.TRB.txt,42975
780008460808_S151_L002.clonotypes.TRB.txt,31528
670005230808_S178_L002.clonotypes.TRB.txt,30489
260002890808_S87_L001.clonotypes.TRB.txt,55413
770104400808_S60_L001.clonotypes.TRB.txt,76058
730000420808_S25_L001.clonotypes.TRB.txt,41517
730003130808_S38_L001.clonotypes.TRB.txt,34796
730000960808_S35_L001.clonotypes.TRB.txt,42849
460002030808_S16_L001.clonotypes.TRB.txt,69031
670007900808_S136_L002.clonotypes.TRB.txt,45571
730001630808_S52_L001.clonotypes.TRB.txt,34547
210001870808_S127_L002.clonotypes.TRB.txt,47318
670004790808_S16_L001.clonotypes.TRB.txt,42132
670004510808_S167_L002.clonotypes.TRB.txt,50467
670004810808_S147_L002.clonotypes.TRB.txt,59450
780004650808_S78_L001.clonotypes.TRB.txt,30369
670004700808_S154_L002.clonotypes.TRB.txt,50334
670004940808_S159_L002.clonotypes.TRB.txt,28051
520001650101_S99_L002.clonotypes.TRB.txt,57327
630000860808_S123_L002.clonotypes.TRB.txt,24984
500003560808_S51_L001.clonotypes.TRB.txt,30347
730000410101_S167_L002.clonotypes.TRB.txt,61199
630001250808_S111_L002.clonotypes.TRB.txt,36834
590004310101_S132_L002.clonotypes.TRB.txt,57626
730003400101_S144_L002.clonotypes.TRB.txt,58609
210002900808_S144_L002.clonotypes.TRB.txt,47898
330000740808_S76_L001.clonotypes.TRB.txt,32249
630001510808_S120_L002.clonotypes.TRB.txt,39564
210000500808_S161_L002.clonotypes.TRB.txt,79543
470003150808_S68_L001.clonotypes.TRB.txt,43472
330000650808_S71_L001.clonotypes.TRB.txt,29963
670002310101_S135_L002.clonotypes.TRB.txt,130286
670005640808_S8_L001.clonotypes.TRB.txt,49031
210004320808_S105_L002.clonotypes.TRB.txt,72953
260002920808_S96_L001.clonotypes.TRB.txt,14016
670005050808_S158_L002.clonotypes.TRB.txt,44322
770104420808_S61_L001.clonotypes.TRB.txt,10610
780008500808_S147_L002.clonotypes.TRB.txt,41688
550001010808_S147_L002.clonotypes.TRB.txt,71707
330000520808_S63_L001.clonotypes.TRB.txt,66126
670004830808_S143_L002.clonotypes.TRB.txt,32044
730002210808_S51_L001.clonotypes.TRB.txt,49049
670005410808_S162_L002.clonotypes.TRB.txt,59881
730003150808_S37_L001.clonotypes.TRB.txt,42839
670005280808_S161_L002.clonotypes.TRB.txt,61085
730000500808_S26_L001.clonotypes.TRB.txt,39713
670004800808_S2_L001.clonotypes.TRB.txt,29491
550001480808_S114_L002.clonotypes.TRB.txt,74435
670002260808_S15_L001.clonotypes.TRB.txt,81797
730001190808_S36_L001.clonotypes.TRB.txt,48997
550002560808_S178_L002.clonotypes.TRB.txt,60821
670004950808_S142_L002.clonotypes.TRB.txt,43940
630001340808_S113_L002.clonotypes.TRB.txt,27612
550001680808_S180_L002.clonotypes.TRB.txt,51315
550002680808_S155_L002.clonotypes.TRB.txt,66284
910000140808_S123_L002.clonotypes.TRB.txt,104761
640001950808_S61_L001.clonotypes.TRB.txt,33844
670005040101_S110_L002.clonotypes.TRB.txt,105891
640001870808_S54_L001.clonotypes.TRB.txt,102698
640003070808_S11_L001.clonotypes.TRB.txt,97793
640000470808_S21_L001.clonotypes.TRB.txt,46975
780003310808_S68_L001.clonotypes.TRB.txt,15824
630001520808_S117_L002.clonotypes.TRB.txt,80065
630000880808_S114_L002.clonotypes.TRB.txt,50018
640002380808_S17_L001.clonotypes.TRB.txt,67384
640002090808_S65_L001.clonotypes.TRB.txt,43553
330000660808_S67_L001.clonotypes.TRB.txt,19058
730002430808_S47_L001.clonotypes.TRB.txt,30867
780004990808_S148_L002.clonotypes.TRB.txt,21652
210002930808_S135_L002.clonotypes.TRB.txt,43215
640003520808_S89_L001.clonotypes.TRB.txt,45933
210000600808_S129_L002.clonotypes.TRB.txt,40043
260004160808_S93_L001.clonotypes.TRB.txt,18090
330000750808_S78_L001.clonotypes.TRB.txt,52655
670005110808_S179_L002.clonotypes.TRB.txt,25516
780008510808_S152_L002.clonotypes.TRB.txt,30180
780003330808_S44_L001.clonotypes.TRB.txt,16763
210004500808_S119_L002.clonotypes.TRB.txt,50837
670005320808_S128_L002.clonotypes.TRB.txt,24542
910000320808_S121_L002.clonotypes.TRB.txt,44321
330000540808_S65_L001.clonotypes.TRB.txt,53546
210002010808_S128_L002.clonotypes.TRB.txt,127318
550002620808_S172_L002.clonotypes.TRB.txt,68850
640003080808_S29_L001.clonotypes.TRB.txt,26984
550001850808_S122_L002.clonotypes.TRB.txt,41275
730000530808_S27_L001.clonotypes.TRB.txt,43746
730004100808_S46_L001.clonotypes.TRB.txt,48912
670005650808_S11_L001.clonotypes.TRB.txt,88112
640001880808_S62_L001.clonotypes.TRB.txt,46004
730002460808_S48_L001.clonotypes.TRB.txt,30477
670004850808_S5_L001.clonotypes.TRB.txt,45601
670005420808_S160_L002.clonotypes.TRB.txt,70898
630001430808_S125_L002.clonotypes.TRB.txt,34608
670004960808_S165_L002.clonotypes.TRB.txt,32665
780003930808_S76_L001.clonotypes.TRB.txt,14429
550001080808_S146_L002.clonotypes.TRB.txt,84070
780005230808_S131_L002.clonotypes.TRB.txt,7853
670004580101_S111_L002.clonotypes.TRB.txt,89280
640001980808_S85_L001.clonotypes.TRB.txt,34126
550002690808_S132_L002.clonotypes.TRB.txt,71628
670004540808_S9_L001.clonotypes.TRB.txt,63635
640001680808_S14_L001.clonotypes.TRB.txt,25385
730001460808_S53_L001.clonotypes.TRB.txt,77005
210003070808_S84_L001.clonotypes.TRB.txt,46262
330000680808_S64_L001.clonotypes.TRB.txt,22738
630001110808_S115_L002.clonotypes.TRB.txt,33436
780003480808_S43_L001.clonotypes.TRB.txt,27694
640003580808_S34_L001.clonotypes.TRB.txt,30484
780008550808_S150_L002.clonotypes.TRB.txt,31176
910003810808_S120_L002.clonotypes.TRB.txt,39786
640002700808_S73_L001.clonotypes.TRB.txt,57569
330000800808_S62_L001.clonotypes.TRB.txt,42189
730002480808_S49_L001.clonotypes.TRB.txt,26781
210001500808_S145_L002.clonotypes.TRB.txt,41660
670005330808_S126_L002.clonotypes.TRB.txt,18225
330000560808_S77_L001.clonotypes.TRB.txt,27794
340003480808_S131_L002.clonotypes.TRB.txt,16132
550002640808_S171_L002.clonotypes.TRB.txt,57387
550001560808_S154_L002.clonotypes.TRB.txt,93464
670005130808_S175_L002.clonotypes.TRB.txt,54339
630001530808_S119_L002.clonotypes.TRB.txt,99938
670005460808_S137_L002.clonotypes.TRB.txt,46654
640002180808_S33_L001.clonotypes.TRB.txt,118750
780003510808_S92_L001.clonotypes.TRB.txt,11882
640001890808_S70_L001.clonotypes.TRB.txt,48853
640001990808_S93_L001.clonotypes.TRB.txt,15328
640003090808_S5_L001.clonotypes.TRB.txt,99601
730004360808_S39_L001.clonotypes.TRB.txt,65553
670005680808_S3_L001.clonotypes.TRB.txt,30283
630001440808_S121_L002.clonotypes.TRB.txt,48847
210003260808_S137_L002.clonotypes.TRB.txt,41871
730000540808_S29_L001.clonotypes.TRB.txt,57555
780004090808_S60_L001.clonotypes.TRB.txt,18879
670004870808_S12_L001.clonotypes.TRB.txt,38811
780005290808_S130_L002.clonotypes.TRB.txt,29645
670004550808_S6_L001.clonotypes.TRB.txt,68246
210002120808_S169_L002.clonotypes.TRB.txt,58277
550002710808_S185_L002.clonotypes.TRB.txt,65027
550002130808_S107_L002.clonotypes.TRB.txt,85210
640001690808_S22_L001.clonotypes.TRB.txt,27804
330000590808_S70_L001.clonotypes.TRB.txt,29942
550001180808_S115_L002.clonotypes.TRB.txt,38117
210001740808_S153_L002.clonotypes.TRB.txt,43896
210000460808_S175_L002.clonotypes.TRB.txt,76620
730001480808_S54_L001.clonotypes.TRB.txt,47240
780003520808_S12_L001.clonotypes.TRB.txt,31929
210003310808_S112_L002.clonotypes.TRB.txt,25127
550002650808_S108_L002.clonotypes.TRB.txt,81169
330000860808_S75_L001.clonotypes.TRB.txt,35467
630001140808_S110_L002.clonotypes.TRB.txt,59301
760000320808_S106_L002.clonotypes.TRB.txt,41916
550001590808_S179_L002.clonotypes.TRB.txt,30618
640003600808_S42_L001.clonotypes.TRB.txt,67382
730000910808_S33_L001.clonotypes.TRB.txt,42056
550003260808_S186_L002.clonotypes.TRB.txt,27788
670004600808_S13_L001.clonotypes.TRB.txt,33520
630001930808_S122_L002.clonotypes.TRB.txt,51539
550002140808_S123_L002.clonotypes.TRB.txt,22348
640003130808_S90_L001.clonotypes.TRB.txt,26267
640001910808_S37_L001.clonotypes.TRB.txt,56537
640002210808_S15_L001.clonotypes.TRB.txt,89805
670005710808_S4_L001.clonotypes.TRB.txt,15429
640002710808_S94_L001.clonotypes.TRB.txt,111720
640002010808_S78_L001.clonotypes.TRB.txt,95436
550000660808_S156_L002.clonotypes.TRB.txt,78879
780003890808_S35_L001.clonotypes.TRB.txt,8370
210000470808_S143_L002.clonotypes.TRB.txt,45616
670004990808_S10_L001.clonotypes.TRB.txt,82573
210001750808_S111_L002.clonotypes.TRB.txt,67781
640001780808_S30_L001.clonotypes.TRB.txt,62200
730001500808_S55_L001.clonotypes.TRB.txt,55175
580001990808_S59_L001.clonotypes.TRB.txt,24824
550001240808_S130_L002.clonotypes.TRB.txt,60132
550002660808_S124_L002.clonotypes.TRB.txt,59589
210002410808_S177_L002.clonotypes.TRB.txt,128369
550002480808_S170_L002.clonotypes.TRB.txt,33840
640001920808_S45_L001.clonotypes.TRB.txt,38215
640003430808_S50_L001.clonotypes.TRB.txt,47531
210004070808_S121_L002.clonotypes.TRB.txt,97319
550001610808_S148_L002.clonotypes.TRB.txt,81379
730003910808_S67_L001.clonotypes.TRB.txt,79143
640002220808_S31_L001.clonotypes.TRB.txt,64405
550000710808_S139_L002.clonotypes.TRB.txt,58813
640002020808_S39_L001.clonotypes.TRB.txt,75271
640000210808_S13_L001.clonotypes.TRB.txt,27887
640002890808_S49_L001.clonotypes.TRB.txt,102975
550002670808_S116_L002.clonotypes.TRB.txt,49518
210002440808_S113_L002.clonotypes.TRB.txt,55910
640001850808_S38_L001.clonotypes.TRB.txt,78124
780002150808_S52_L001.clonotypes.TRB.txt,19251
640001930808_S53_L001.clonotypes.TRB.txt,63311
640003490808_S58_L001.clonotypes.TRB.txt,82764
550001640808_S140_L002.clonotypes.TRB.txt,63371
550002510808_S162_L002.clonotypes.TRB.txt,85381
210001800808_S136_L002.clonotypes.TRB.txt,137859
550001250808_S164_L002.clonotypes.TRB.txt,140203
640002280808_S25_L001.clonotypes.TRB.txt,88733
780003220808_S28_L001.clonotypes.TRB.txt,20358
640002070808_S176_L002.clonotypes.TRB.txt,72010
640001860808_S46_L001.clonotypes.TRB.txt,53479
550000750808_S138_L002.clonotypes.TRB.txt,105376
640002910808_S86_L001.clonotypes.TRB.txt,81320
210002850808_S120_L002.clonotypes.TRB.txt,93594
550001450808_S163_L002.clonotypes.TRB.txt,23696
640002310808_S7_L001.clonotypes.TRB.txt,52303
550001670808_S187_L002.clonotypes.TRB.txt,104307
640002920808_S23_L001.clonotypes.TRB.txt,46493
