sample_name	alpha_diversity_shannon
210002400808	[11.8418551607842]
280002120807	[12.291222224874495]
520001830808	[8.790467683089798]
50000090808	[6.949590625355811]
20003200808	[9.471263867557212]
780003480808	[11.209125423130311]
330001870808	[12.41178526460271]
780005070808	[11.401893608687713]
330001030808	[10.563489253519867]
670004590808	[10.209778795195396]
630002480807	[9.93090794944327]
670002290808	[11.28692640058759]
440000880101	[12.804891651191467]
50003560808	[11.111507525528857]
690001910808	[12.28244512045561]
20004070808	[7.935358083520017]
330001990808	[7.446197314819196]
330001070808	[11.143749790746284]
440000850808	[7.193437359118892]
590002840808	[5.026360459931183]
640002230808	[11.210867780306806]
780005280808	[8.175665934439424]
20003810808	[12.089993286386035]
330001660808	[8.162402572970962]
500001990808	[10.140076375032958]
730003490808	[5.124258875785797]
410004360808	[11.772008932367084]
50002290808	[11.374891974912108]
670004830808	[9.812442297666294]
550002260807	[12.720162866964385]
250002710808	[7.066952663617925]
470001660807	[12.005950407392493]
730001830808	[7.268403424612418]
260002840808	[3.8076314962454103]
770000030807	[11.765530335785702]
210001870808	[12.024107545970216]
630000860808	[11.654563990505869]
550002940807	[9.533816369595817]
460001340808	[8.955113580809437]
550001560808	[12.822819261145604]
540001040808	[11.250332425902531]
20000350808	[10.818997633337837]
780008300807	[11.017611469317428]
780005180808	[5.880179922675738]
460002020808	[10.960855344277189]
250002700808	[7.534158930369729]
690000430808	[7.99959036473653]
520001220808	[-0.0]
20000700808	[12.647808377509845]
780003450808	[6.341376985827538]
330000340807	[10.84405058363638]
210003140808	[12.795204284115599]
730000550808	[12.40684433026364]
440000270808	[7.971488852020785]
240101580808	[10.550834034684055]
440003630808	[7.696067931438026]
670005680808	[10.413613719542385]
550003000807	[10.4254370770956]
50002630808	[9.865177251538247]
780005000808	[10.10593212981231]
50001230808	[8.76388275022881]
730004100808	[11.203822682760777]
640000670808	[5.087161684484503]
630003040808	[11.06297737442753]
590001290808	[6.153402928374926]
280002460807	[11.331725728802187]
670005650808	[12.179940581347646]
670005040808	[3.1699250014423126]
500001230808	[10.905527449895773]
730000530808	[10.8816720628333]
550001480808	[12.157447294883324]
500000570808	[12.203455677838186]
360001410808	[12.187633712647619]
270001070808	[11.107868793971846]
670005010808	[10.43360615806456]
330000350808	[10.391553987480076]
540003460808	[11.962150109583424]
250002880808	[6.671640100106891]
540002750807	[7.2719267813631605]
630002240807	[12.152220641707652]
330000520808	[11.965088945546682]
470003030807	[12.455949736025879]
640002680808	[12.017029376295538]
730003400808	[2.9160563421790613]
770102730807	[13.021195319010321]
540001400808	[12.592622385206843]
500001040808	[12.761330523669615]
330001780808	[9.273057905287875]
260004200808	[-0.0]
540001440808	[11.71398553630624]
640002280808	[13.753336266874374]
300000960808	[8.79423958367179]
640002070808	[11.720919061793062]
500001300807	[12.640629115540715]
640002370808	[15.104587981775655]
260002890808	[12.264632171406957]
540002830808	[11.7089603432084]
210001750808	[12.230419504547786]
550001250808	[14.388672291983982]
730001060808	[-0.0]
50001690807	[-0.0]
500001490808	[9.770903804244895]
330000680808	[11.303911762704164]
330003060808	[12.090665861037518]
540003420808	[10.06257861802907]
690001030807	[10.395665522289491]
670004710808	[10.553027372131094]
50000440808	[11.101453930242423]
20000280808	[9.950504862296626]
370000490808	[8.091793628417006]
540002770807	[6.92030275511293]
460001010808	[10.503692082661436]
780003520808	[10.832291029007289]
780002870807	[8.445062810362046]
780004420807	[6.899018045752626]
780004320807	[1.584962500721156]
470001580807	[11.848682787518754]
590002690808	[9.972904123172606]
330000410808	[12.27062314905205]
500003870808	[2.0]
590002120808	[6.586019238245394]
670004980808	[12.900875916276242]
640003600808	[11.879096442342925]
50001090808	[5.82781139278411]
540003500808	[10.568609322881008]
440000940101	[12.167917209901955]
780000770808	[-0.0]
780004780808	[7.554063757517018]
690001060808	[9.828457684805992]
50000980808	[12.0366323270851]
780004020807	[11.551552501248906]
630001140808	[12.892519420156335]
630001520808	[12.79579004361125]
690000780808	[-0.0]
20004000808	[11.628608416522964]
330000430808	[10.99459056100144]
780003310808	[10.64873636672874]
20002240807	[12.170476868673644]
670004790808	[11.208504416785024]
140001090808	[9.964930343096876]
50000670808	[7.411865628887437]
780000760808	[-0.0]
230003320807	[12.707739689494511]
210004500808	[11.96991583696007]
770102430807	[12.512909367319931]
260004290808	[-0.0]
670004930808	[10.955210598287312]
780003330808	[9.860444667409272]
690001110808	[12.449540491585676]
260003070807	[11.34443818079347]
210001810808	[11.932979330563704]
670004750808	[-0.0]
770104300807	[7.441693746328703]
670005140808	[8.417662830987318]
780008540808	[12.68824237079238]
330002530808	[10.10929809621315]
440000050808	[3.25]
340002510808	[11.45161134317893]
780008530808	[12.453727639338714]
330000460807	[11.562109614275544]
540002050808	[7.967854749744577]
280000260807	[12.050016035020809]
210001800808	[14.388371314276391]
20000420808	[12.776662214538627]
370000580808	[10.68466932611855]
500003670808	[10.195658774233944]
50001350808	[-0.0]
470001450807	[10.388340596521529]
330000620808	[11.528832788552597]
210002270808	[11.824359416372804]
50002170808	[-0.0]
210002540808	[12.115685236321587]
260002870807	[5.609593282404043]
50001170808	[7.994985648420567]
50002060808	[8.406482005089579]
630000750808	[9.724632255621245]
780004880808	[11.551032946063174]
590002550808	[7.7173241975056515]
260002860808	[4.003856189774725]
210003270808	[1.584962500721156]
330000130808	[12.516232184019438]
210002840808	[10.464054519921046]
770101790807	[10.841548115365594]
360001830808	[13.592281983817605]
440000200808	[13.554396478347131]
440000810101	[13.003873379567473]
210002150808	[12.514489264531784]
540001930808	[11.286702705668738]
210002930808	[11.604268227664381]
330003180807	[11.955650824000537]
260002920808	[10.61042780959594]
690000770808	[6.101741040194069]
210000620808	[-0.0]
590002150808	[10.760304745722603]
550002640808	[12.694098290657546]
460000890808	[9.827344832467292]
470001590807	[10.716732569505199]
780004960808	[10.344194615759367]
540002690808	[12.717779713043784]
270000290808	[12.965131458922984]
630001750807	[10.70472441511921]
