sample_name	alpha_diversity_shannon
1566515BW	[13.767231601258631]
INCOV077-AC-3	[16.376948134993192]
KH20-09738	[16.79929112179863]
BS-EQ-33-T1-replacement	[14.552654172097665]
BS-GIGI_58-replacement	[12.80300071999564]
860011319	[11.280554895846512]
KH20-09712	[18.56513963227344]
1046	[7.449580029972187]
ADIRP0001427	[16.06137715405203]
550043971	[15.39549658213206]
860011220	[8.019578243119714]
BS-EQ-37-T0-replacement	[14.518094891586761]
KHBR20-00201	[16.97747890793895]
BS-GIGI_94-replacement	[11.784198014186625]
KHBR20-00193	[13.672644223364374]
BS-HS-0201	[15.00895398288883]
KH20-09998	[16.945264329603386]
1015	[12.802730742149311]
KH20-11700	[17.702718655880716]
KH20-09741	[16.29638562451589]
BS-EQ-44-T1-replacement	[9.044501669669279]
860011449	[9.58819639577323]
ADIRP0002514	[17.79280113118112]
BS-HS-82	[13.62725955835409]
860011496	[17.505784038795387]
860011395	[7.78830448124723]
KH20-09947	[15.753493951054217]
KH20-11639	[11.439586120135573]
KH20-09678	[16.584590552692383]
550043986	[13.899009253680212]
550040521	[14.912673484134297]
KH20-11642	[14.539731521704825]
KHBR20-00137	[5.797120985194947]
860011116	[12.785270530476215]
550042447	[15.580275536600402]
860011208	[17.302437388826313]
860011284	[13.31111421975498]
INCOV059-BL-3	[15.53138629908073]
KHBR20-00164	[20.011202772205884]
KHBR20-00082	[16.639163196604656]
BS-EQ-33-T3-replacement	[15.45610009898994]
BS-GIGI_69-replacement	[15.452316613284252]
KH20-09945	[12.995701628654462]
860011494	[17.225741326060035]
BS-HS-167	[12.980180628294535]
550043920	[17.50785523823711]
ADIRP0001152	[17.81274360076586]
KH20-09743	[17.05760279351107]
INCOV016-BL-5	[13.063055169242048]
INCOV066-BL-3	[14.692357463296469]
KH20-11702	[13.99330675297948]
1017	[14.346511187929307]
BS-HS-80	[15.340514983858686]
BS-GIGI_96-replacement	[14.795207324058177]
BS-HS-0203	[13.237730688336876]
KHBR20-00191	[16.356117731487945]
860011348	[16.320747849897277]
ADIRP0000423	[18.44138636981725]
KHBR20-00203	[15.762924042112711]
BS-GN-0011-T0-replacement	[14.394691269212167]
KH20-11668	[17.429627913834537]
INCOV035-AC-3	[15.578043945898182]
BS-EQ-39-T0-replacement	[14.64567504483804]
860011222	[13.497223527475585]
550043973	[14.427791226514728]
1044	[12.652755580868499]
KH20-09710	[12.275101424427978]
INCOV073-BL-3	[16.325873720474814]
INCOV003-BL-5	[15.973094313319228]
BS-GIGI_68-replacement	[11.477385020473832]
860011349	[12.492902146955338]
KHBR20-00190	[16.58241580363273]
BS-HS-0202	[12.937874827596623]
KHBR20-00076	[7.937430068910465]
KH20-11703	[17.1173214949113]
KH20-09742	[17.274800927676857]
1016	[13.93766197792159]
BS-EQ-0028-T0-replacement	[16.150727025296632]
INCOV052-BL-3	[15.382922592399964]
BS-HS-166	[13.647994876732586]
860011495	[18.154907116238988]
3765BW	[17.45731904991446]
ADIRP0000106	[17.720576722514107]
964229BW	[15.118487860904162]
1045	[9.947064200799037]
KH20-09711	[17.10924619906654]
860011223	[14.341846169625613]
KHBR20-00202	[13.243288523004777]
ADIRP0000422	[18.165370402070174]
INCOV047-BL-3	[17.721156660568937]
KH20-11669	[18.33573601042758]
110047437	[14.782714102456302]
860011209	[17.084386882427527]
860011117	[13.166317212265929]
ADIRP0001234	[17.517095601526027]
BS-GN-0015-T0-replacement	[12.452175633283321]
INCOV008-BL-5	[13.568316619736189]
INCOV078-BL-3	[17.84926430844585]
KHBR20-00136	[16.55498198581065]
INCOV007-CV-3	[16.746624511796725]
KH20-11643	[9.83147148264752]
860011330	[17.998247231318956]
1566512BW	[17.721211243289492]
INCOV012-CV-3	[16.18561228255372]
KHBR20-00083	[16.378410781701465]
550041390	[10.407666416035985]
ADIR0000014	[16.11020634184871]
KHBR20-00165	[15.125516725712986]
975-AMS-1074	[16.642364927523936]
BS-HS-193	[17.21327817030713]
860011285	[17.14193935018599]
BS-EQ-33-T2-replacement	[14.579343352177593]
ADIRP0000387	[18.276759140029075]
KH20-09714	[15.973203219933673]
1040	[12.381760534979593]
550042550	[10.400804525995197]
550041430	[10.916306264248279]
BS-HS-0195	[16.58794341319483]
KHBR20-00119	[10.93525825080457]
ADIRP0000739	[18.201495046324528]
ADIRP0002065	[15.457752526973168]
BS-HS-08	[16.481310411239214]
860011138	[17.034041964683325]
BS-HS-130	[9.661652512407523]
860011226	[16.514700102412863]
BS-HS-84	[13.249967105603414]
ADIRP0002512	[13.989111417155144]
1013	[11.48805359502118]
KH20-09747	[7.797082346303119]
1240-AS-852	[11.85567265840855]
BS-EQ-21-T1-replacement	[14.180346262775187]
860011275	[14.410125211645326]
BS-HS-163	[10.514442338263887]
860011490	[16.527972837048058]
KH20-09654	[17.57320050411505]
KHBR20-00160	[13.174113583632796]
BS-GIGI_38-replacement	[16.69277632597692]
860011141	[8.894894362082274]
INCOV054-BL-3	[16.374131604677718]
KHBR20-00086	[17.94795849421307]
550042410	[16.424997709632194]
1132-BL-340	[14.868353918943123]
860011280	[15.082212705670791]
1039	[16.17869991849758]
KH20-11813	[9.555889796764031]
ADIRP0000679	[19.02272453609134]
BS-EQ-25-T0-replacement	[12.554570679933091]
BS-GIGI_92-replacement	[14.301777310781148]
1246-BM-1050	[14.664415247102486]
KHBR20-00133	[17.59436559328522]
INCOV041-BL-3	[15.435541821133935]
KH20-11646	[16.915933884769924]
BS-EQ-23-T1-replacement	[14.534131016374419]
BS-HS-22	[12.424804750235362]
860011112	[15.456374707792236]
KH20-11699	[15.20276472933914]
860011335	[16.52555186175593]
ADIRP0000129	[18.539572335939866]
BS-GIGI_39-replacement	[9.730151006346638]
INCOV060-BL-3	[14.718261713433261]
KH20-11812	[16.714382038968644]
860011281	[8.757401951946221]
1038	[12.85595517256406]
KHBR20-00087	[16.494405871363046]
860011140	[12.2831702792709]
INCOV026-AC-3	[18.431754223100604]
BS-HS-70	[13.314588899990715]
KHBR20-00161	[15.396071561010409]
KH20-09655	[15.5004366263648]
INCOV075-BL-3	[17.353171002258733]
INCOV005-BL-5	[14.979846385598373]
KH20-11698	[16.055135499902995]
BS-HS-23	[15.293446229223541]
550042442	[12.191310300021462]
BS-HS-205	[15.131082547322551]
860011113	[15.122951517529613]
KH20-11647	[8.780941134959669]
INCOV033-AC-3	[8.250353281896327]
1133-CG-840	[11.710384209253304]
860011227	[9.955311537197165]
ADIRP0001104	[16.78492115042738]
BS-SPECIAL-1	[14.586525646792518]
860011139	[16.95768028439729]
KHBR20-00118	[13.167549872186369]
KHBR20-00206	[13.743104561560768]
727928BW	[13.055138734589502]
ADIRP0002887	[17.130318707876924]
1003-BS-445	[14.693357020068458]
BS-EQ-17-T1b-replacement	[15.230590167071261]
KH20-09715	[17.14270319709414]
BS-EQ-1-T2-replacement	[13.53486987531519]
1041	[12.777365824423747]
P0008108	[15.614165001523544]
BS-EQ-35-T1_BS-GIGI-65-replacement	[10.071772636022121]
ADIRP0000376	[18.538788095537058]
860011491	[15.34274545465269]
860011274	[13.58331257442385]
860011392	[17.543650031016213]
1012	[15.612048244642224]
550040140	[11.602177595430588]
BS-GN-0009-T0-replacement	[16.788395208112853]
KH20-09746	[14.797580891367723]
ADIRP0001296	[13.997145342593857]
KH20-11645	[7.290696323041041]
KHBR20-00130	[15.784918456629335]
BS-GIGI_08-replacement	[14.278392609625232]
ADIRP0000710	[15.445622176306355]
860011111	[15.651965251527551]
BS-HS-207	[18.310739458707097]
BS-HS-21	[11.29040986598643]
BS-HS-119	[9.78286986282055]
550043981	[13.413595501487796]
BS-GIGI_91-replacement	[12.776819197418071]
1015-LR-446	[14.159919944607184]
ADIRP0002175	[18.827785890293207]
BS-GN-0005-T0-replacement	[13.232522472048514]
860011336	[15.169464526473863]
KHBR20-00163	[16.833560856077586]
KH20-09657	[9.53540114980522]
KH20-09968	[17.761072199669126]
ADIRP0002301	[17.80458279901849]
277-SR-664	[11.477033836469836]
BS-HS-72	[15.238445677186732]
KHBR20-00085	[7.897337532719428]
550041349	[14.416764691182058]
980-DS-1171	[15.412029011041728]
1247-DCM-727	[16.433288426294848]
KH20-11810	[14.791455572242661]
860011283	[10.778138821035833]
KH20-09744	[18.39164424659879]
1567127BW	[17.950252307671537]
1010	[12.031911717896083]
BS-HS-0204	[16.92456085586079]
KHBR20-00196	[16.522926922754454]
BS-GN-0007-T0-replacement	[12.91748668688111]
ADIRP0000292	[13.047612329746856]
KHBR20-00149	[15.623089821338077]
BS-HS-58	[14.155859534452969]
KH20-10000	[15.369240807739443]
860011493	[12.081018979521579]
BS-HS-160	[14.231567068915503]
550043927	[16.117321589935344]
860011276	[12.883718273491294]
1043	[12.37559910636162]
KH20-09717	[10.56364162207144]
BS-HS-0149	[14.689624998891635]
INCOV001-AC-5	[17.852508388861065]
INCOV071-AC-3	[13.086683659031955]
ADIRP0001321	[17.181333867380292]
BS-HS-0196	[16.01901968024145]
BS-EQ-29-T1-replacement	[14.023979135148787]
KHBR20-00204	[15.7806086390128]
INCOV037-BL-3	[15.25891246095095]
860011225	[10.179977402781399]
BS-HS-133	[11.992581856428759]
BS-SPECIAL-3	[16.585150769444162]
INCOV050-AC-3	[16.53851738138767]
INCOV020-AC-5	[13.698327345804739]
860011277	[10.230793041164358]
ADIRP0002034	[16.658900131391718]
BS-HS-59	[15.296331374663097]
860011492	[14.697193492690909]
KHBR20-00148	[13.5799133327752]
ADIRP0001657	[16.898265557477025]
BS-HS-86	[15.973514081895178]
1010-MG-251	[9.461058482222509]
KH20-09745	[17.105893484464772]
1011	[13.61289451906038]
860011224	[17.29477679524826]
KHBR20-00205	[15.460842334517288]
BS-HS-0197	[16.60573414603169]
INCOV045-AC-3	[18.761168753206753]
BS-EQ-29-T0-replacement	[13.422182880794693]
1042	[6.953844085576315]
KH20-09716	[18.362092612237337]
860011337	[10.816807269848757]
INCOV081-BL-3	[19.04774640388438]
550042578	[8.497779929120789]
ADIRP0001717	[17.586254858309758]
550043980	[6.9488653758687144]
BS-HS-118	[14.45029660040236]
860011110	[15.659694962761844]
BS-HS-20	[14.689004205053484]
BS-HS-206	[17.355311096888833]
KHBR20-00131	[11.035282318387837]
KH20-11644	[18.22678802944953]
INCOV029-BL-3	[14.99524015012879]
KH20-09689	[17.18566383725299]
1004-BM-132	[15.757525597109495]
BS-HS-194	[15.685747113200307]
860011282	[16.523431483942932]
BS-GN-0003-T0-replacement	[16.85926856652733]
KH20-11811	[14.840794781863305]
BS-HS-73	[13.688811219505856]
KHBR20-00084	[16.25059658163456]
ADIRP0002300	[13.517005729560399]
KH20-09656	[17.4552203920065]
KH20-09969	[15.779663685286367]
KHBR20-00162	[14.11562351411754]
6232BW	[16.43807870958868]
KHBR20-00143	[16.881058937109554]
550041250	[12.624844169381808]
977-NC-1268	[15.182693607876509]
KH20-09948	[13.163448304617667]
KH20-09677	[16.48888109496355]
860011499	[12.766509608124172]
BS-HS-52	[12.007419351104271]
BS-SPECIAL-1-T2	[15.05394987050422]
BS-EQ-11-T2-replacement	[11.57018978097318]
860011345	[12.865540851295904]
ADIRP0001066	[17.80010328492663]
INCOV049-AC-3	[15.623142694477902]
KH20-09997	[15.103976698178712]
BS-EQ-0006-T2-replacement	[12.120624568206765]
ADIRP0000247	[17.492801541742082]
KH20-11665	[17.309326994441747]
ADIRP0000730	[15.552898085283529]
860011131	[14.662237812336665]
1049	[13.178651075372846]
860011316	[16.12334393875478]
ADIRP0002562	[17.095678630200414]
ADIRP0000623	[16.125006346174004]
KH20-09737	[17.282112527139606]
1063	[6.848159153790943]
KH20-11690	[16.898797717379008]
ADIRP0000120	[19.046621098750606]
INCOV063-AC-3	[14.26393047772137]
INCOV013-AC-5	[14.921165478817459]
BS-GIGI_65-replacement	[10.248604956931514]
BS-GIGI_56-replacement	[11.155420284275325]
BS-GIGI_30-replacement	[15.78954437259131]
860011205	[9.65010049717664]
BS-GIGI_03-replacement	[15.325333138771503]
1030	[14.608107626475022]
860011289	[15.144768063011194]
INCOV006-AC-5	[16.90792310184804]
INCOV076-AC-3	[15.301495826370713]
KH20-09682	[13.68648992086263]
KH20-09962	[14.02885343414645]
INCOV030-BL-3	[15.785491883826118]
860011256	[13.547921812814876]
BS-HS-140	[15.5167105981797]
BS-HS-112	[11.938676492774269]
860011204	[11.136249023366126]
550043955	[11.775646609632302]
INCOV057-AC-3	[17.733696735287893]
BS-GIGI_64-replacement	[14.877513583787652]
BS-GIGI_57-replacement	[15.61448279851366]
KH20-11691	[18.183638176461415]
1009-EKB-156	[15.536020176306199]
KH20-09736	[16.53839664173747]
1062	[12.687293504606018]
BS-GIGI_31-replacement	[12.780680169860881]
550043906	[9.522359310796917]
860011257	[15.809763401666276]
1566889BW	[17.749561169748176]
ADIRP0000355	[16.635408416258308]
INCOV042-AC-3	[17.696256739944555]
KHBR20-00168	[16.440812972613006]
KH20-09963	[15.82811133118164]
550041441	[14.6551011872573]
1564208BW	[17.52139091095788]
KH20-09683	[17.852490221939185]
ADIRP0001353	[13.137339114930192]
SIXED-replacement	[15.710205839694979]
BS-EQ-0002-T2-replacement	[9.100346943681128]
1031	[8.824792126022789]
860011288	[12.171692025033446]
KH20-09996	[12.939144326909492]
INCOV086-BL-3	[7.743497551417846]
860011447	[13.580857103052102]
ADIRP0001764	[16.88142261081816]
860011498	[12.9056071022981]
BS-EQ-11-T3-replacement	[12.885506038603117]
BS-HS-53	[13.340680356310239]
BS-EQ-19-T0-replacement	[16.114513188584485]
KH20-09949	[12.05470480296819]
ADIRP0000187	[16.134800053094576]
KH20-09676	[12.922879418687735]
KH20-11637	[5.808208779634528]
KHBR20-00142	[10.944749291151169]
860011317	[15.34048087453018]
991-GA-529	[14.678032959161317]
1109-AAMU-1064	[13.222525919098192]
ADIRP0000937	[18.34759200325899]
BS-EQ-0008-T1-replacement	[15.656096573342916]
1048	[14.907689959055743]
BS-HS-138	[12.65821451273611]
INCOV018-AC-5	[12.905483121423519]
INCOV068-AC-3	[18.14324619665276]
860011130	[17.48136296254487]
KHBR20-00111	[11.734372896333474]
1566510BW	[18.19649088103292]
KH20-11664	[14.16256492706409]
ADIRP0001510	[15.766869020277593]
1033	[12.817325251425416]
KH20-09681	[12.173674235106708]
550042523	[9.962498241962026]
INCOV009-BL-5	[14.334962743329601]
INCOV079-BL-3	[16.66176848314581]
ADIRP0000875	[17.84814207631505]
BS-GIGI_55-replacement	[15.788155481047383]
BS-GIGI_66-replacement	[14.224647537567723]
KH20-09961	[16.373996374370822]
860011255	[18.118582383953]
INCOV006-CV-3	[13.240976192258087]
BS-GIGI_33-replacement	[14.688574608321792]
ADIRP0000357	[18.928842878312903]
ADIRP0001268	[16.5731842519023]
1060	[11.491493627201297]
KH20-09734	[15.952293224049122]
BS-GN-06-T0-replacement	[10.993196638686529]
550042395	[16.620780104457914]
550041239-1	[17.85676470362448]
KHBR20-00139	[16.35008978681724]
INCOV013-CV-3	[14.903125542725288]
860011118	[10.99244831650553]
BS-HS-28	[13.19892352296827]
860011206	[11.007384709625358]
KHBR20-00113	[15.333981665207432]
KH20-11666	[16.702976440467545]
INCOV053-BL-3	[12.037774504662108]
860011132	[16.868412997845503]
BS-HS-02	[15.284570617721165]
BS-HS-224	[10.576116662681681]
1566622BW	[17.463169563643188]
550042259	[10.196124198981247]
860011315	[16.018403176212146]
ADIRP0001328	[16.014305769403183]
BS-EQ-0006-T1-replacement	[12.46282524011214]
ADIRP0002156	[17.935469287054186]
KH20-09674	[14.959787325651678]
KHBR20-00140	[16.255268268960865]
1132289BW	[17.889556982344764]
1019	[15.837810863613813]
KHBR20-00079	[17.83569677907229]
BS-SPECIAL-1-T1	[16.36815406504076]
860011445	[15.859459535112983]
860011346	[12.788547672476199]
KH20-09994	[16.03885931971086]
7972BW	[16.19979117163583]
860011314	[10.478725255754087]
INCOV017-BL-5	[14.673193017736835]
INCOV067-BL-3	[16.00734746821697]
INCOV018-CV-3	[11.863657545610211]
860011133	[13.093467714972046]
BS-HS-225	[14.99324744206936]
BS-HS-03	[13.724137412540312]
KH20-11667	[17.99948640835286]
550042361	[13.233716424527117]
KHBR20-00112	[16.340984408330833]
KH20-09995	[16.447938111420687]
860011347	[16.945264928310603]
ADIRP0002104	[16.230926955323632]
ADIRP0002519	[18.082809688788124]
KHBR20-00078	[9.315878445302738]
INCOV072-BL-3	[11.055915337762286]
INCOV002-BL-5	[17.859581650128572]
ADIRP0001479	[18.313327310426644]
1018	[13.757382193116536]
INCOV034-AC-3	[13.777560837398772]
KHBR20-00141	[11.446250415860135]
KH20-09675	[15.25170092185858]
ADIRP0000356	[18.744579295839696]
550043905	[9.558668743111657]
860011254	[17.78575990360879]
KH20-09960	[15.431200175784756]
ADIRP0001674	[14.902694151081786]
300412BW	[17.981987760391586]
BS-GIGI_54-replacement	[13.728137873681947]
KH20-09680	[14.923132091594336]
BS-GIGI_67-replacement	[15.570049131540241]
BS-GIGI_01-replacement	[13.800608070620097]
1032	[12.1066053952105]
BS-GIGI_32-replacement	[14.034189587111863]
860011207	[10.666923942204377]
860011119	[14.585565208264144]
BS-HS-29	[14.599208256744934]
KHBR20-00138	[6.19648747121367]
KH20-11692	[15.666828618565516]
INCOV027-CV-3	[17.063375223087423]
BS-EQ-15-T1-replacement	[14.203879464001378]
INCOV058-BL-3	[6.180833347713613]
1061	[10.825996246057763]
KH20-09735	[15.533203825863453]
BS-EQ-0002-T1-replacement	[9.041252291027682]
550042272	[18.136364967322358]
1256-CI-238	[15.70182439878306]
997-CC-1266	[13.27937131889306]
KH20-09749	[17.03933197709358]
860011342	[10.363772653240158]
KH20-09990	[16.421627445962663]
550041288	[15.75885697253146]
KHBR20-00144	[8.217826750791993]
ADIRP0002425	[16.485134068547772]
BS-GIGI_37-replacement	[16.723932184439374]
BS-GIGI_04-replacement	[9.569832188730954]
KH20-09670	[11.798455511953401]
ADIRP0000067	[17.241418562858424]
BS-GIGI_62-replacement	[13.209876103208526]
BS-GIGI_51-replacement	[9.839887372223794]
BS-HS-55	[14.353065250594835]
585189BW	[16.082459991010836]
550042640	[15.750696406738891]
ADIRP0001032	[12.928238534675739]
860011311	[14.622155344080705]
KH20-11662	[16.23939926156852]
KHBR20-00117	[16.4788599892821]
BS-HS-220	[13.687606807288871]
ADIRP0001215	[15.894748182323216]
BS-EQ-07-T2-replacement	[13.32489158897048]
860011228	[11.020353936745334]
INCOV027-AC-3	[17.501490024131147]
KH20-11648	[15.705175509922967]
ADIRP0001121	[11.600317535245575]
860011202	[13.242617929257065]
KH20-09730	[17.892918336614674]
1064	[12.994461827569479]
KH20-11697	[15.968093620104783]
INCOV061-BL-3	[16.449378416029013]
ADIR0000093	[17.389251774025904]
KH20-09965	[16.388711814570375]
KHBR20-00088	[14.649991001814913]
INCOV032-AC-3	[14.32542921473183]
1016-DMA-567	[14.87918598896851]
3943BW	[15.557036042128487]
860011251	[10.89896443267679]
1037	[12.578795271004024]
INCOV074-BL-3	[18.51315182150742]
INCOV004-BL-5	[10.885995631072898]
ADIRP0000174	[16.30914351889327]
KH20-09685	[14.69022625807282]
297752BW	[12.57228224519114]
KH20-11696	[16.170163500283405]
KH20-09731	[11.038078287420326]
BS-EQ-0014-T2-replacement	[17.058119252350558]
860011203	[15.218979846706702]
KH20-11649	[17.450556227619586]
1134-KP-366	[14.867668454156851]
INCOV055-BL-3	[17.656325741130473]
KH20-09684	[15.835311394345387]
550042526	[14.818581987526464]
1036	[14.924076394744185]
860011250	[16.7462872190606]
INCOV040-BL-3	[14.375368225807948]
KHBR20-00089	[9.931991281581967]
KH20-09964	[16.183735228449418]
550041499	[9.509139357340784]
BS-HS-54	[12.091357743437465]
ADIRP0000066	[16.816691630373317]
BS-EQ-09-T1-replacement	[12.41887696819718]
KH20-09671	[5.427728835815308]
KHBR20-00145	[15.962473995669171]
BS-GIGI_36-replacement	[13.784058051060121]
KH20-09991	[16.316473385067813]
860011343	[14.811958657838073]
INCOV039-AC-3	[18.15615539528742]
BS-GIGI_05-replacement	[13.624381357188785]
BS-GIGI_63-replacement	[16.632595376412823]
KH20-09748	[16.49194081630395]
BS-GIGI_50-replacement	[12.176628235285424]
860011229	[13.148905608914744]
BS-HS-221	[15.501092483613535]
860011137	[15.321495511472436]
KHBR20-00116	[12.749604278929938]
BS-EQ-0018-T0-replacement	[12.20722584647398]
860011310	[15.401064062754228]
ADIRP0000511	[14.274305270814073]
KH20-09659	[12.769194577304736]
1567268BW	[17.50561480801214]
KH20-09966	[9.767401108500863]
860011252	[17.411250420961657]
550043903	[12.03462592903253]
INCOV042-CV-3	[17.028648481244222]
INCOV080-BL-3	[12.761850196442413]
1034	[14.512296212169055]
BS-HS-209	[15.356219831681694]
860011201	[7.381450040442014]
ADIRP0000539	[17.752355521972422]
KH20-09733	[8.177883908924894]
550041314	[14.172861392387393]
INCOV028-BL-3	[15.266761551222158]
860011338	[10.243880696457882]
ADRIP0000160	[16.117556176013704]
KH20-09719	[17.271280101825358]
BS-HS-0147	[10.003611060671343]
860011312	[9.698745885411439]
BS-GIGI_07-replacement	[14.801582218856302]
Q-E-replacement	[9.092422748418906]
INCOV051-AC-3	[16.00381787771101]
BS-GIGI_34-replacement	[15.250864270778454]
KH20-11661	[16.344496206019965]
BS-GIGI_52-replacement	[14.74395717437491]
BS-HS-05	[13.71358722324774]
BS-GIGI_61-replacement	[14.694598789654]
BS-HS-223	[13.690166316710068]
860011341	[10.170841138190047]
KH20-09993	[9.955727814792239]
KH20-09673	[11.919421935501228]
ADIRP0000767	[12.817260627763648]
BS-EQ-07-T1-replacement	[13.22987694979323]
BS-HS-56	[15.061931077152787]
INCOV044-AC-3	[16.97402658642427]
860011278	[14.989042147068842]
BS-EQ-0016-T1-replacement	[14.570510865276889]
860011134	[17.386098042282924]
ADIRP0001217	[16.454093529001835]
BS-HS-222	[15.59326002003822]
ADIRP0000036	[17.41745622321013]
KH20-11660	[14.957755968109693]
ADIRP0002291	[14.967968179091448]
KHBR20-00115	[15.1843294713893]
ADIRP0002474	[14.744570107984716]
BS-GIGI_06-replacement	[11.702828405492884]
860011313	[15.242478879502453]
BS-GIGI_35-replacement	[15.593513605379364]
INCOV015-AC-5	[15.43141454596405]
KH20-09718	[14.653584212954776]
BS-GIGI_53-replacement	[16.382860664211407]
BS-GIGI_60-replacement	[12.225613053936573]
INCOV036-BL-3	[16.73118302342667]
550043928	[15.814899298516888]
860011279	[15.369880773137451]
BS-HS-57	[8.299196281480464]
ADIRP0002427	[14.97400864009911]
KHBR20-00146	[17.414530961742436]
KH20-09672	[13.464510592886219]
KH20-09992	[11.927931261664853]
ADIRP0001063	[13.821356636297804]
860011340	[17.30052506511051]
INCOV070-AC-3	[13.711436979378306]
ADIRP0001185	[17.936367610449327]
KH20-09687	[13.628025690636402]
5876BW	[11.659887322951315]
ADIRP0000090	[17.074088404929807]
1035	[5.767882933607767]
ADIRP0001875	[12.856769078265083]
ADIRP0002010	[17.64815313178701]
BS-EQ-0014-T1-replacement	[17.084625238679372]
ADIRP0000351	[16.63481713194152]
1566486BW	[18.153962376135375]
860011253	[17.92944914402345]
KH20-09658	[18.406508732912528]
KH20-09967	[13.374259796290161]
ADIRP0001388	[18.74766891870777]
860011339	[15.731104660324078]
KH20-11695	[15.054756830717585]
ADIRP0000919	[16.719974659569814]
BS-EQ-43-T1_BS-GIGI-137-replacement	[14.822762144809554]
KH20-09732	[14.105142538751622]
BS-HS-116	[12.304747144099325]
BS-HS-208	[17.543091009203604]
1222568BW	[17.080239010726864]
